county,precinct,office,district,candidate,candidate_first,candidate_middle,candidate_last,candidate_suffix,party,votes
Sedgwick,606,President,,Barack Obama,Barack,,Obama,,Democratic,177
Sedgwick,606,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,606,President,,Gary Johnson,Gary,,Johnson,,Libertarian,9
Sedgwick,606,President,,Mitt Romney,Mitt,,Romney,,Republican,182
Sedgwick,606,President,,WRITE-IN,,,,,,3
Sedgwick,607,President,,Barack Obama,Barack,,Obama,,Democratic,795
Sedgwick,607,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,3
Sedgwick,607,President,,Gary Johnson,Gary,,Johnson,,Libertarian,34
Sedgwick,607,President,,Mitt Romney,Mitt,,Romney,,Republican,549
Sedgwick,607,President,,WRITE-IN,,,,,,10
Sedgwick,608,President,,Barack Obama,Barack,,Obama,,Democratic,576
Sedgwick,608,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,608,President,,Gary Johnson,Gary,,Johnson,,Libertarian,25
Sedgwick,608,President,,Mitt Romney,Mitt,,Romney,,Republican,261
Sedgwick,608,President,,WRITE-IN,,,,,,10
Sedgwick,609,President,,Barack Obama,Barack,,Obama,,Democratic,876
Sedgwick,609,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,5
Sedgwick,609,President,,Gary Johnson,Gary,,Johnson,,Libertarian,40
Sedgwick,609,President,,Mitt Romney,Mitt,,Romney,,Republican,677
Sedgwick,609,President,,WRITE-IN,,,,,,13
Sedgwick,610,President,,Barack Obama,Barack,,Obama,,Democratic,496
Sedgwick,610,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,8
Sedgwick,610,President,,Gary Johnson,Gary,,Johnson,,Libertarian,34
Sedgwick,610,President,,Mitt Romney,Mitt,,Romney,,Republican,672
Sedgwick,610,President,,WRITE-IN,,,,,,5
Sedgwick,611,President,,Barack Obama,Barack,,Obama,,Democratic,316
Sedgwick,611,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,6
Sedgwick,611,President,,Gary Johnson,Gary,,Johnson,,Libertarian,24
Sedgwick,611,President,,Mitt Romney,Mitt,,Romney,,Republican,307
Sedgwick,611,President,,WRITE-IN,,,,,,1
Sedgwick,612,President,,Barack Obama,Barack,,Obama,,Democratic,504
Sedgwick,612,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,6
Sedgwick,612,President,,Gary Johnson,Gary,,Johnson,,Libertarian,31
Sedgwick,612,President,,Mitt Romney,Mitt,,Romney,,Republican,715
Sedgwick,612,President,,WRITE-IN,,,,,,7
Sedgwick,613,President,,Barack Obama,Barack,,Obama,,Democratic,492
Sedgwick,613,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,613,President,,Gary Johnson,Gary,,Johnson,,Libertarian,19
Sedgwick,613,President,,Mitt Romney,Mitt,,Romney,,Republican,662
Sedgwick,613,President,,WRITE-IN,,,,,,9
Sedgwick,614,President,,Barack Obama,Barack,,Obama,,Democratic,533
Sedgwick,614,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,5
Sedgwick,614,President,,Gary Johnson,Gary,,Johnson,,Libertarian,12
Sedgwick,614,President,,Mitt Romney,Mitt,,Romney,,Republican,226
Sedgwick,614,President,,WRITE-IN,,,,,,3
Sedgwick,615,President,,Barack Obama,Barack,,Obama,,Democratic,327
Sedgwick,615,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,615,President,,Gary Johnson,Gary,,Johnson,,Libertarian,8
Sedgwick,615,President,,Mitt Romney,Mitt,,Romney,,Republican,92
Sedgwick,615,President,,WRITE-IN,,,,,,5
Sedgwick,616 & 617,President,,Barack Obama,Barack,,Obama,,Democratic,252
Sedgwick,616 & 617,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,616 & 617,President,,Gary Johnson,Gary,,Johnson,,Libertarian,6
Sedgwick,616 & 617,President,,Mitt Romney,Mitt,,Romney,,Republican,145
Sedgwick,616 & 617,President,,WRITE-IN,,,,,,0
Sedgwick,618,President,,Barack Obama,Barack,,Obama,,Democratic,177
Sedgwick,618,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,618,President,,Gary Johnson,Gary,,Johnson,,Libertarian,11
Sedgwick,618,President,,Mitt Romney,Mitt,,Romney,,Republican,252
Sedgwick,618,President,,WRITE-IN,,,,,,1
Sedgwick,619,President,,Barack Obama,Barack,,Obama,,Democratic,513
Sedgwick,619,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,6
Sedgwick,619,President,,Gary Johnson,Gary,,Johnson,,Libertarian,26
Sedgwick,619,President,,Mitt Romney,Mitt,,Romney,,Republican,632
Sedgwick,619,President,,WRITE-IN,,,,,,5
Sedgwick,620,President,,Barack Obama,Barack,,Obama,,Democratic,255
Sedgwick,620,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,620,President,,Gary Johnson,Gary,,Johnson,,Libertarian,8
Sedgwick,620,President,,Mitt Romney,Mitt,,Romney,,Republican,345
Sedgwick,620,President,,WRITE-IN,,,,,,1
Sedgwick,621,President,,Barack Obama,Barack,,Obama,,Democratic,6
Sedgwick,621,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,621,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,621,President,,Mitt Romney,Mitt,,Romney,,Republican,16
Sedgwick,621,President,,WRITE-IN,,,,,,0
Sedgwick,622,President,,Barack Obama,Barack,,Obama,,Democratic,147
Sedgwick,622,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,622,President,,Gary Johnson,Gary,,Johnson,,Libertarian,7
Sedgwick,622,President,,Mitt Romney,Mitt,,Romney,,Republican,442
Sedgwick,622,President,,WRITE-IN,,,,,,4
Sedgwick,623,President,,Barack Obama,Barack,,Obama,,Democratic,303
Sedgwick,623,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,5
Sedgwick,623,President,,Gary Johnson,Gary,,Johnson,,Libertarian,13
Sedgwick,623,President,,Mitt Romney,Mitt,,Romney,,Republican,714
Sedgwick,623,President,,WRITE-IN,,,,,,3
Sedgwick,624,President,,Barack Obama,Barack,,Obama,,Democratic,53
Sedgwick,624,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,624,President,,Gary Johnson,Gary,,Johnson,,Libertarian,4
Sedgwick,624,President,,Mitt Romney,Mitt,,Romney,,Republican,43
Sedgwick,624,President,,WRITE-IN,,,,,,0
Sedgwick,625,President,,Barack Obama,Barack,,Obama,,Democratic,89
Sedgwick,625,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,625,President,,Gary Johnson,Gary,,Johnson,,Libertarian,5
Sedgwick,625,President,,Mitt Romney,Mitt,,Romney,,Republican,155
Sedgwick,625,President,,WRITE-IN,,,,,,2
Sedgwick,626,President,,Barack Obama,Barack,,Obama,,Democratic,2
Sedgwick,626,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,626,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,626,President,,Mitt Romney,Mitt,,Romney,,Republican,4
Sedgwick,626,President,,WRITE-IN,,,,,,0
Sedgwick,627,President,,Barack Obama,Barack,,Obama,,Democratic,44
Sedgwick,627,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,627,President,,Gary Johnson,Gary,,Johnson,,Libertarian,1
Sedgwick,627,President,,Mitt Romney,Mitt,,Romney,,Republican,58
Sedgwick,627,President,,WRITE-IN,,,,,,2
Sedgwick,628,President,,Barack Obama,Barack,,Obama,,Democratic,205
Sedgwick,628,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,628,President,,Gary Johnson,Gary,,Johnson,,Libertarian,18
Sedgwick,628,President,,Mitt Romney,Mitt,,Romney,,Republican,460
Sedgwick,628,President,,WRITE-IN,,,,,,0
Sedgwick,AF,President,,Barack Obama,Barack,,Obama,,Democratic,154
Sedgwick,AF,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,6
Sedgwick,AF,President,,Gary Johnson,Gary,,Johnson,,Libertarian,9
Sedgwick,AF,President,,Mitt Romney,Mitt,,Romney,,Republican,591
Sedgwick,AF,President,,WRITE-IN,,,,,,1
Sedgwick,AT01,President,,Barack Obama,Barack,,Obama,,Democratic,8
Sedgwick,AT01,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,AT01,President,,Gary Johnson,Gary,,Johnson,,Libertarian,2
Sedgwick,AT01,President,,Mitt Romney,Mitt,,Romney,,Republican,55
Sedgwick,AT01,President,,WRITE-IN,,,,,,1
Sedgwick,AT02,President,,Barack Obama,Barack,,Obama,,Democratic,47
Sedgwick,AT02,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,AT02,President,,Gary Johnson,Gary,,Johnson,,Libertarian,6
Sedgwick,AT02,President,,Mitt Romney,Mitt,,Romney,,Republican,83
Sedgwick,AT02,President,,WRITE-IN,,,,,,3
Sedgwick,AT03,President,,Barack Obama,Barack,,Obama,,Democratic,54
Sedgwick,AT03,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,AT03,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,AT03,President,,Mitt Romney,Mitt,,Romney,,Republican,284
Sedgwick,AT03,President,,WRITE-IN,,,,,,0
Sedgwick,AT05,President,,Barack Obama,Barack,,Obama,,Democratic,58
Sedgwick,AT05,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,AT05,President,,Gary Johnson,Gary,,Johnson,,Libertarian,1
Sedgwick,AT05,President,,Mitt Romney,Mitt,,Romney,,Republican,197
Sedgwick,AT05,President,,WRITE-IN,,,,,,0
Sedgwick,AT06,President,,Barack Obama,Barack,,Obama,,Democratic,3
Sedgwick,AT06,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,AT06,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,AT06,President,,Mitt Romney,Mitt,,Romney,,Republican,39
Sedgwick,AT06,President,,WRITE-IN,,,,,,0
Sedgwick,AT07,President,,Barack Obama,Barack,,Obama,,Democratic,39
Sedgwick,AT07,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,AT07,President,,Gary Johnson,Gary,,Johnson,,Libertarian,2
Sedgwick,AT07,President,,Mitt Romney,Mitt,,Romney,,Republican,95
Sedgwick,AT07,President,,WRITE-IN,,,,,,0
Sedgwick,AT08,President,,Barack Obama,Barack,,Obama,,Democratic,18
Sedgwick,AT08,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,3
Sedgwick,AT08,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,AT08,President,,Mitt Romney,Mitt,,Romney,,Republican,37
Sedgwick,AT08,President,,WRITE-IN,,,,,,0
Sedgwick,BA01,President,,Barack Obama,Barack,,Obama,,Democratic,477
Sedgwick,BA01,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,BA01,President,,Gary Johnson,Gary,,Johnson,,Libertarian,23
Sedgwick,BA01,President,,Mitt Romney,Mitt,,Romney,,Republican,878
Sedgwick,BA01,President,,WRITE-IN,,,,,,9
Sedgwick,BA02,President,,Barack Obama,Barack,,Obama,,Democratic,464
Sedgwick,BA02,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,BA02,President,,Gary Johnson,Gary,,Johnson,,Libertarian,13
Sedgwick,BA02,President,,Mitt Romney,Mitt,,Romney,,Republican,732
Sedgwick,BA02,President,,WRITE-IN,,,,,,9
Sedgwick,BA03,President,,Barack Obama,Barack,,Obama,,Democratic,313
Sedgwick,BA03,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,BA03,President,,Gary Johnson,Gary,,Johnson,,Libertarian,12
Sedgwick,BA03,President,,Mitt Romney,Mitt,,Romney,,Republican,495
Sedgwick,BA03,President,,WRITE-IN,,,,,,3
Sedgwick,DB11,President,,Barack Obama,Barack,,Obama,,Democratic,366
Sedgwick,DB11,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,DB11,President,,Gary Johnson,Gary,,Johnson,,Libertarian,16
Sedgwick,DB11,President,,Mitt Romney,Mitt,,Romney,,Republican,872
Sedgwick,DB11,President,,WRITE-IN,,,,,,6
Sedgwick,DB12,President,,Barack Obama,Barack,,Obama,,Democratic,222
Sedgwick,DB12,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB12,President,,Gary Johnson,Gary,,Johnson,,Libertarian,13
Sedgwick,DB12,President,,Mitt Romney,Mitt,,Romney,,Republican,489
Sedgwick,DB12,President,,WRITE-IN,,,,,,1
Sedgwick,DB13 & 24 & 27,President,,Barack Obama,Barack,,Obama,,Democratic,53
Sedgwick,DB13 & 24 & 27,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB13 & 24 & 27,President,,Gary Johnson,Gary,,Johnson,,Libertarian,3
Sedgwick,DB13 & 24 & 27,President,,Mitt Romney,Mitt,,Romney,,Republican,111
Sedgwick,DB13 & 24 & 27,President,,WRITE-IN,,,,,,4
Sedgwick,DB14,President,,Barack Obama,Barack,,Obama,,Democratic,130
Sedgwick,DB14,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB14,President,,Gary Johnson,Gary,,Johnson,,Libertarian,7
Sedgwick,DB14,President,,Mitt Romney,Mitt,,Romney,,Republican,279
Sedgwick,DB14,President,,WRITE-IN,,,,,,3
Sedgwick,DB15,President,,Barack Obama,Barack,,Obama,,Democratic,12
Sedgwick,DB15,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DB15,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,DB15,President,,Mitt Romney,Mitt,,Romney,,Republican,30
Sedgwick,DB15,President,,WRITE-IN,,,,,,0
Sedgwick,DB21,President,,Barack Obama,Barack,,Obama,,Democratic,236
Sedgwick,DB21,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,3
Sedgwick,DB21,President,,Gary Johnson,Gary,,Johnson,,Libertarian,18
Sedgwick,DB21,President,,Mitt Romney,Mitt,,Romney,,Republican,474
Sedgwick,DB21,President,,WRITE-IN,,,,,,1
Sedgwick,DB22,President,,Barack Obama,Barack,,Obama,,Democratic,203
Sedgwick,DB22,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB22,President,,Gary Johnson,Gary,,Johnson,,Libertarian,8
Sedgwick,DB22,President,,Mitt Romney,Mitt,,Romney,,Republican,469
Sedgwick,DB22,President,,WRITE-IN,,,,,,3
Sedgwick,DB23,President,,Barack Obama,Barack,,Obama,,Democratic,83
Sedgwick,DB23,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DB23,President,,Gary Johnson,Gary,,Johnson,,Libertarian,5
Sedgwick,DB23,President,,Mitt Romney,Mitt,,Romney,,Republican,279
Sedgwick,DB23,President,,WRITE-IN,,,,,,0
Sedgwick,DB25,President,,Barack Obama,Barack,,Obama,,Democratic,29
Sedgwick,DB25,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DB25,President,,Gary Johnson,Gary,,Johnson,,Libertarian,7
Sedgwick,DB25,President,,Mitt Romney,Mitt,,Romney,,Republican,33
Sedgwick,DB25,President,,WRITE-IN,,,,,,0
Sedgwick,DB26,President,,Barack Obama,Barack,,Obama,,Democratic,137
Sedgwick,DB26,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB26,President,,Gary Johnson,Gary,,Johnson,,Libertarian,9
Sedgwick,DB26,President,,Mitt Romney,Mitt,,Romney,,Republican,322
Sedgwick,DB26,President,,WRITE-IN,,,,,,3
Sedgwick,DB31,President,,Barack Obama,Barack,,Obama,,Democratic,129
Sedgwick,DB31,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,DB31,President,,Gary Johnson,Gary,,Johnson,,Libertarian,13
Sedgwick,DB31,President,,Mitt Romney,Mitt,,Romney,,Republican,215
Sedgwick,DB31,President,,WRITE-IN,,,,,,2
Sedgwick,DB32,President,,Barack Obama,Barack,,Obama,,Democratic,80
Sedgwick,DB32,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,DB32,President,,Gary Johnson,Gary,,Johnson,,Libertarian,7
Sedgwick,DB32,President,,Mitt Romney,Mitt,,Romney,,Republican,151
Sedgwick,DB32,President,,WRITE-IN,,,,,,1
Sedgwick,DB34,President,,Barack Obama,Barack,,Obama,,Democratic,60
Sedgwick,DB34,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,DB34,President,,Gary Johnson,Gary,,Johnson,,Libertarian,7
Sedgwick,DB34,President,,Mitt Romney,Mitt,,Romney,,Republican,141
Sedgwick,DB34,President,,WRITE-IN,,,,,,1
Sedgwick,DB35,President,,Barack Obama,Barack,,Obama,,Democratic,118
Sedgwick,DB35,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DB35,President,,Gary Johnson,Gary,,Johnson,,Libertarian,4
Sedgwick,DB35,President,,Mitt Romney,Mitt,,Romney,,Republican,236
Sedgwick,DB35,President,,WRITE-IN,,,,,,1
Sedgwick,DB36,President,,Barack Obama,Barack,,Obama,,Democratic,357
Sedgwick,DB36,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,DB36,President,,Gary Johnson,Gary,,Johnson,,Libertarian,23
Sedgwick,DB36,President,,Mitt Romney,Mitt,,Romney,,Republican,762
Sedgwick,DB36,President,,WRITE-IN,,,,,,6
Sedgwick,DB37,President,,Barack Obama,Barack,,Obama,,Democratic,68
Sedgwick,DB37,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DB37,President,,Gary Johnson,Gary,,Johnson,,Libertarian,7
Sedgwick,DB37,President,,Mitt Romney,Mitt,,Romney,,Republican,103
Sedgwick,DB37,President,,WRITE-IN,,,,,,1
Sedgwick,DB41,President,,Barack Obama,Barack,,Obama,,Democratic,170
Sedgwick,DB41,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB41,President,,Gary Johnson,Gary,,Johnson,,Libertarian,13
Sedgwick,DB41,President,,Mitt Romney,Mitt,,Romney,,Republican,330
Sedgwick,DB41,President,,WRITE-IN,,,,,,2
Sedgwick,DB42,President,,Barack Obama,Barack,,Obama,,Democratic,264
Sedgwick,DB42,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB42,President,,Gary Johnson,Gary,,Johnson,,Libertarian,18
Sedgwick,DB42,President,,Mitt Romney,Mitt,,Romney,,Republican,871
Sedgwick,DB42,President,,WRITE-IN,,,,,,2
Sedgwick,DB43,President,,Barack Obama,Barack,,Obama,,Democratic,18
Sedgwick,DB43,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,1
Sedgwick,DB43,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,DB43,President,,Mitt Romney,Mitt,,Romney,,Republican,16
Sedgwick,DB43,President,,WRITE-IN,,,,,,0
Sedgwick,DB44,President,,Barack Obama,Barack,,Obama,,Democratic,224
Sedgwick,DB44,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,DB44,President,,Gary Johnson,Gary,,Johnson,,Libertarian,15
Sedgwick,DB44,President,,Mitt Romney,Mitt,,Romney,,Republican,441
Sedgwick,DB44,President,,WRITE-IN,,,,,,5
Sedgwick,DL02,President,,Barack Obama,Barack,,Obama,,Democratic,1
Sedgwick,DL02,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DL02,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,DL02,President,,Mitt Romney,Mitt,,Romney,,Republican,2
Sedgwick,DL02,President,,WRITE-IN,,,,,,0
Sedgwick,DL03,President,,Barack Obama,Barack,,Obama,,Democratic,0
Sedgwick,DL03,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DL03,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,DL03,President,,Mitt Romney,Mitt,,Romney,,Republican,1
Sedgwick,DL03,President,,WRITE-IN,,,,,,0
Sedgwick,DL04,President,,Barack Obama,Barack,,Obama,,Democratic,0
Sedgwick,DL04,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,DL04,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,DL04,President,,Mitt Romney,Mitt,,Romney,,Republican,1
Sedgwick,DL04,President,,WRITE-IN,,,,,,0
Sedgwick,EA,President,,Barack Obama,Barack,,Obama,,Democratic,144
Sedgwick,EA,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,2
Sedgwick,EA,President,,Gary Johnson,Gary,,Johnson,,Libertarian,8
Sedgwick,EA,President,,Mitt Romney,Mitt,,Romney,,Republican,305
Sedgwick,EA,President,,WRITE-IN,,,,,,2
Sedgwick,ER,President,,Barack Obama,Barack,,Obama,,Democratic,16
Sedgwick,ER,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,ER,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,ER,President,,Mitt Romney,Mitt,,Romney,,Republican,36
Sedgwick,ER,President,,WRITE-IN,,,,,,0
Sedgwick,GA,President,,Barack Obama,Barack,,Obama,,Democratic,142
Sedgwick,GA,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,3
Sedgwick,GA,President,,Gary Johnson,Gary,,Johnson,,Libertarian,10
Sedgwick,GA,President,,Mitt Romney,Mitt,,Romney,,Republican,751
Sedgwick,GA,President,,WRITE-IN,,,,,,3
Sedgwick,GD,President,,Barack Obama,Barack,,Obama,,Democratic,40
Sedgwick,GD,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,GD,President,,Gary Johnson,Gary,,Johnson,,Libertarian,2
Sedgwick,GD,President,,Mitt Romney,Mitt,,Romney,,Republican,237
Sedgwick,GD,President,,WRITE-IN,,,,,,1
Sedgwick,GN01,President,,Barack Obama,Barack,,Obama,,Democratic,98
Sedgwick,GN01,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,3
Sedgwick,GN01,President,,Gary Johnson,Gary,,Johnson,,Libertarian,12
Sedgwick,GN01,President,,Mitt Romney,Mitt,,Romney,,Republican,394
Sedgwick,GN01,President,,WRITE-IN,,,,,,3
Sedgwick,GN02,President,,Barack Obama,Barack,,Obama,,Democratic,53
Sedgwick,GN02,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,GN02,President,,Gary Johnson,Gary,,Johnson,,Libertarian,2
Sedgwick,GN02,President,,Mitt Romney,Mitt,,Romney,,Republican,154
Sedgwick,GN02,President,,WRITE-IN,,,,,,4
Sedgwick,GO,President,,Barack Obama,Barack,,Obama,,Democratic,393
Sedgwick,GO,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,GO,President,,Gary Johnson,Gary,,Johnson,,Libertarian,28
Sedgwick,GO,President,,Mitt Romney,Mitt,,Romney,,Republican,1204
Sedgwick,GO,President,,WRITE-IN,,,,,,11
Sedgwick,GO01,President,,Barack Obama,Barack,,Obama,,Democratic,4
Sedgwick,GO01,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,GO01,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,GO01,President,,Mitt Romney,Mitt,,Romney,,Republican,30
Sedgwick,GO01,President,,WRITE-IN,,,,,,0
Sedgwick,GR,President,,Barack Obama,Barack,,Obama,,Democratic,100
Sedgwick,GR,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,4
Sedgwick,GR,President,,Gary Johnson,Gary,,Johnson,,Libertarian,11
Sedgwick,GR,President,,Mitt Romney,Mitt,,Romney,,Republican,348
Sedgwick,GR,President,,WRITE-IN,,,,,,1
Sedgwick,GY01,President,,Barack Obama,Barack,,Obama,,Democratic,415
Sedgwick,GY01,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,6
Sedgwick,GY01,President,,Gary Johnson,Gary,,Johnson,,Libertarian,33
Sedgwick,GY01,President,,Mitt Romney,Mitt,,Romney,,Republican,1155
Sedgwick,GY01,President,,WRITE-IN,,,,,,4
Sedgwick,GY02,President,,Barack Obama,Barack,,Obama,,Democratic,22
Sedgwick,GY02,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,GY02,President,,Gary Johnson,Gary,,Johnson,,Libertarian,1
Sedgwick,GY02,President,,Mitt Romney,Mitt,,Romney,,Republican,39
Sedgwick,GY02,President,,WRITE-IN,,,,,,0
Sedgwick,GY03,President,,Barack Obama,Barack,,Obama,,Democratic,14
Sedgwick,GY03,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,GY03,President,,Gary Johnson,Gary,,Johnson,,Libertarian,1
Sedgwick,GY03,President,,Mitt Romney,Mitt,,Romney,,Republican,31
Sedgwick,GY03,President,,WRITE-IN,,,,,,0
Sedgwick,GY04,President,,Barack Obama,Barack,,Obama,,Democratic,3
Sedgwick,GY04,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,GY04,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,GY04,President,,Mitt Romney,Mitt,,Romney,,Republican,6
Sedgwick,GY04,President,,WRITE-IN,,,,,,0
Sedgwick,HA11,President,,Barack Obama,Barack,,Obama,,Democratic,273
Sedgwick,HA11,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,3
Sedgwick,HA11,President,,Gary Johnson,Gary,,Johnson,,Libertarian,11
Sedgwick,HA11,President,,Mitt Romney,Mitt,,Romney,,Republican,528
Sedgwick,HA11,President,,WRITE-IN,,,,,,7
Sedgwick,HA21 & HA23,President,,Barack Obama,Barack,,Obama,,Democratic,322
Sedgwick,HA21 & HA23,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,6
Sedgwick,HA21 & HA23,President,,Gary Johnson,Gary,,Johnson,,Libertarian,26
Sedgwick,HA21 & HA23,President,,Mitt Romney,Mitt,,Romney,,Republican,505
Sedgwick,HA21 & HA23,President,,WRITE-IN,,,,,,8
Sedgwick,HA22,President,,Barack Obama,Barack,,Obama,,Democratic,22
Sedgwick,HA22,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,HA22,President,,Gary Johnson,Gary,,Johnson,,Libertarian,5
Sedgwick,HA22,President,,Mitt Romney,Mitt,,Romney,,Republican,71
Sedgwick,HA22,President,,WRITE-IN,,,,,,0
Sedgwick,HA31,President,,Barack Obama,Barack,,Obama,,Democratic,334
Sedgwick,HA31,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,8
Sedgwick,HA31,President,,Gary Johnson,Gary,,Johnson,,Libertarian,34
Sedgwick,HA31,President,,Mitt Romney,Mitt,,Romney,,Republican,631
Sedgwick,HA31,President,,WRITE-IN,,,,,,6
Sedgwick,HA32,President,,Barack Obama,Barack,,Obama,,Democratic,7
Sedgwick,HA32,President,,Chuck Baldwin,Chuck,,Baldwin,,Reform,0
Sedgwick,HA32,President,,Gary Johnson,Gary,,Johnson,,Libertarian,0
Sedgwick,HA32,President,,Mitt Romney,Mitt,,Romney,,Republican,21
Sedgwick,HA32,President,,WRITE-IN,,,,,,0
Sedgwick,HA41,President,,Barack Obama,Barack,,Obama,,Democratic,277
