county,precinct,office,district,party,candidate,poll
Nemaha,Sabetha City Ward 2,State Treasurer,,D,Carmen Alldritt,44
Nemaha,Sabetha City Ward 3,State Treasurer,,D,Carmen Alldritt,39
Nemaha,Sabetha City Ward 4,State Treasurer,,D,Carmen Alldritt,31
Nemaha,Seneca City Ward 1,State Treasurer,,D,Carmen Alldritt,50
Nemaha,Seneca City Ward 2,State Treasurer,,D,Carmen Alldritt,85
Nemaha,Seneca City Ward 3,State Treasurer,,D,Carmen Alldritt,71
Nemaha,Adams,State Treasurer,,D,Carmen Alldritt,10
Nemaha,Berwick,State Treasurer,,D,Carmen Alldritt,11
Nemaha,Capioma,State Treasurer,,D,Carmen Alldritt,4
Nemaha,Center,State Treasurer,,D,Carmen Alldritt,12
Nemaha,Clear Creek,State Treasurer,,D,Carmen Alldritt,12
Nemaha,Gilman,State Treasurer,,D,Carmen Alldritt,23
Nemaha,Granada,State Treasurer,,D,Carmen Alldritt,10
Nemaha,Harrison-Goff,State Treasurer,,D,Carmen Alldritt,17
Nemaha,Harrison-Kelly,State Treasurer,,D,Carmen Alldritt,9
Nemaha,Home,State Treasurer,,D,Carmen Alldritt,16
Nemaha,Illinois,State Treasurer,,D,Carmen Alldritt,36
Nemaha,Marion Township,State Treasurer,,D,Carmen Alldritt,35
Nemaha,Mitchell  Township,State Treasurer,,D,Carmen Alldritt,15
Nemaha,Nemaha Township,State Treasurer,,D,Carmen Alldritt,2
Nemaha,Neuchatel,State Treasurer,,D,Carmen Alldritt,10
Nemaha,Red  Vermillion,State Treasurer,,D,Carmen Alldritt,7
Nemaha,Reilly,State Treasurer,,D,Carmen Alldritt,13
Nemaha,Richmond Township,State Treasurer,,D,Carmen Alldritt,40
Nemaha,Rock Creek,State Treasurer,,D,Carmen Alldritt,20
Nemaha,Washington,State Treasurer,,D,Carmen Alldritt,25
Nemaha,Wetmore,State Treasurer,,D,Carmen Alldritt,42
Nemaha,Centralia-Home,State Treasurer,,D,Carmen Alldritt,39
Nemaha,Centralia-Illinois,State Treasurer,,D,Carmen Alldritt,7
Nemaha,Sabetha City Ward 1,Insurance Commissioner,,R,Ken Selzer,181
Nemaha,Sabetha City Ward 2,Insurance Commissioner,,R,Ken Selzer,191
Nemaha,Sabetha City Ward 3,Insurance Commissioner,,R,Ken Selzer,192
Nemaha,Sabetha City Ward 4,Insurance Commissioner,,R,Ken Selzer,116
Nemaha,Seneca City Ward 1,Insurance Commissioner,,R,Ken Selzer,130
Nemaha,Seneca City Ward 2,Insurance Commissioner,,R,Ken Selzer,174
Nemaha,Seneca City Ward 3,Insurance Commissioner,,R,Ken Selzer,202
Nemaha,Adams,Insurance Commissioner,,R,Ken Selzer,61
Nemaha,Berwick,Insurance Commissioner,,R,Ken Selzer,150
Nemaha,Capioma,Insurance Commissioner,,R,Ken Selzer,62
Nemaha,Center,Insurance Commissioner,,R,Ken Selzer,44
Nemaha,Clear Creek,Insurance Commissioner,,R,Ken Selzer,23
Nemaha,Gilman,Insurance Commissioner,,R,Ken Selzer,53
Nemaha,Granada,Insurance Commissioner,,R,Ken Selzer,33
Nemaha,Harrison-Goff,Insurance Commissioner,,R,Ken Selzer,37
Nemaha,Harrison-Kelly,Insurance Commissioner,,R,Ken Selzer,23
Nemaha,Home,Insurance Commissioner,,R,Ken Selzer,42
Nemaha,Illinois,Insurance Commissioner,,R,Ken Selzer,114
Nemaha,Marion Township,Insurance Commissioner,,R,Ken Selzer,118
Nemaha,Mitchell  Township,Insurance Commissioner,,R,Ken Selzer,86
Nemaha,Nemaha Township,Insurance Commissioner,,R,Ken Selzer,55
Nemaha,Neuchatel,Insurance Commissioner,,R,Ken Selzer,36
Nemaha,Red  Vermillion,Insurance Commissioner,,R,Ken Selzer,26
Nemaha,Reilly,Insurance Commissioner,,R,Ken Selzer,40
Nemaha,Richmond Township,Insurance Commissioner,,R,Ken Selzer,161
Nemaha,Rock Creek,Insurance Commissioner,,R,Ken Selzer,154
Nemaha,Washington,Insurance Commissioner,,R,Ken Selzer,148
Nemaha,Wetmore,Insurance Commissioner,,R,Ken Selzer,85
Nemaha,Centralia-Home,Insurance Commissioner,,R,Ken Selzer,70
Nemaha,Centralia-Illinois,Insurance Commissioner,,R,Ken Selzer,14
Nemaha,Sabetha City Ward 1,Insurance Commissioner,,D,Dennis Anderson,58
Nemaha,Sabetha City Ward 2,Insurance Commissioner,,D,Dennis Anderson,57
Nemaha,Sabetha City Ward 3,Insurance Commissioner,,D,Dennis Anderson,62
Nemaha,Sabetha City Ward 4,Insurance Commissioner,,D,Dennis Anderson,34
Nemaha,Seneca City Ward 1,Insurance Commissioner,,D,Dennis Anderson,69
Nemaha,Seneca City Ward 2,Insurance Commissioner,,D,Dennis Anderson,106
Nemaha,Seneca City Ward 3,Insurance Commissioner,,D,Dennis Anderson,103
Nemaha,Adams,Insurance Commissioner,,D,Dennis Anderson,15
Nemaha,Berwick,Insurance Commissioner,,D,Dennis Anderson,18
Nemaha,Capioma,Insurance Commissioner,,D,Dennis Anderson,8
Nemaha,Center,Insurance Commissioner,,D,Dennis Anderson,15
Nemaha,Clear Creek,Insurance Commissioner,,D,Dennis Anderson,23
Nemaha,Gilman,Insurance Commissioner,,D,Dennis Anderson,30
Nemaha,Granada,Insurance Commissioner,,D,Dennis Anderson,12
Nemaha,Harrison-Goff,Insurance Commissioner,,D,Dennis Anderson,20
Nemaha,Harrison-Kelly,Insurance Commissioner,,D,Dennis Anderson,16
Nemaha,Home,Insurance Commissioner,,D,Dennis Anderson,14
Nemaha,Illinois,Insurance Commissioner,,D,Dennis Anderson,47
Nemaha,Marion Township,Insurance Commissioner,,D,Dennis Anderson,48
Nemaha,Mitchell  Township,Insurance Commissioner,,D,Dennis Anderson,32
Nemaha,Nemaha Township,Insurance Commissioner,,D,Dennis Anderson,4
Nemaha,Neuchatel,Insurance Commissioner,,D,Dennis Anderson,12
Nemaha,Red  Vermillion,Insurance Commissioner,,D,Dennis Anderson,10
Nemaha,Reilly,Insurance Commissioner,,D,Dennis Anderson,18
Nemaha,Richmond Township,Insurance Commissioner,,D,Dennis Anderson,49
Nemaha,Rock Creek,Insurance Commissioner,,D,Dennis Anderson,23
Nemaha,Washington,Insurance Commissioner,,D,Dennis Anderson,33
Nemaha,Wetmore,Insurance Commissioner,,D,Dennis Anderson,52
Nemaha,Centralia-Home,Insurance Commissioner,,D,Dennis Anderson,54
Nemaha,Centralia-Illinois,Insurance Commissioner,,D,Dennis Anderson,10
Nemaha,Sabetha City Ward 1,State House 062,62,R,Randy Garber [R],135
Nemaha,Sabetha City Ward 2,State House 062,62,R,Randy Garber [R],146
Nemaha,Sabetha City Ward 3,State House 062,62,R,Randy Garber [R],143
Nemaha,Sabetha City Ward 4,State House 062,62,R,Randy Garber [R],105
Nemaha,Seneca City Ward 1,State House 062,62,R,Randy Garber [R],106
Nemaha,Seneca City Ward 2,State House 062,62,R,Randy Garber [R],150
Nemaha,Seneca City Ward 3,State House 062,62,R,Randy Garber [R],169
Nemaha,Adams,State House 062,62,R,Randy Garber [R],59
Nemaha,Berwick,State House 062,62,R,Randy Garber [R],132
Nemaha,Capioma,State House 062,62,R,Randy Garber [R],46
Nemaha,Center,State House 062,62,R,Randy Garber [R],23
Nemaha,Clear Creek,State House 062,62,R,Randy Garber [R],17
Nemaha,Gilman,State House 062,62,R,Randy Garber [R],52
Nemaha,Granada,State House 062,62,R,Randy Garber [R],26
Nemaha,Harrison-Goff,State House 062,62,R,Randy Garber [R],33
Nemaha,Harrison-Kelly,State House 062,62,R,Randy Garber [R],20
Nemaha,Home,State House 062,62,R,Randy Garber [R],27
Nemaha,Illinois,State House 062,62,R,Randy Garber [R],84
Nemaha,Marion Township,State House 062,62,R,Randy Garber [R],76
Nemaha,Mitchell  Township,State House 062,62,R,Randy Garber [R],70
Nemaha,Nemaha Township,State House 062,62,R,Randy Garber [R],48
Nemaha,Neuchatel,State House 062,62,R,Randy Garber [R],30
Nemaha,Red  Vermillion,State House 062,62,R,Randy Garber [R],20
Nemaha,Reilly,State House 062,62,R,Randy Garber [R],38
Nemaha,Richmond Township,State House 062,62,R,Randy Garber [R],134
Nemaha,Rock Creek,State House 062,62,R,Randy Garber [R],119
Nemaha,Washington,State House 062,62,R,Randy Garber [R],137
Nemaha,Wetmore,State House 062,62,R,Randy Garber [R],65
Nemaha,Centralia-Home,State House 062,62,R,Randy Garber [R],47
Nemaha,Centralia-Illinois,State House 062,62,R,Randy Garber [R],9
Nemaha,Sabetha City Ward 1,State House 062,62,D,Steve Luckert [D],125
Nemaha,Sabetha City Ward 2,State House 062,62,D,Steve Luckert [D],120
Nemaha,Sabetha City Ward 3,State House 062,62,D,Steve Luckert [D],118
Nemaha,Sabetha City Ward 4,State House 062,62,D,Steve Luckert [D],63
Nemaha,Seneca City Ward 1,State House 062,62,D,Steve Luckert [D],116
Nemaha,Seneca City Ward 2,State House 062,62,D,Steve Luckert [D],164
Nemaha,Seneca City Ward 3,State House 062,62,D,Steve Luckert [D],167
Nemaha,Adams,State House 062,62,D,Steve Luckert [D],32
Nemaha,Berwick,State House 062,62,D,Steve Luckert [D],47
Nemaha,Capioma,State House 062,62,D,Steve Luckert [D],29
Nemaha,Center,State House 062,62,D,Steve Luckert [D],41
Nemaha,Clear Creek,State House 062,62,D,Steve Luckert [D],33
Nemaha,Gilman,State House 062,62,D,Steve Luckert [D],36
Nemaha,Granada,State House 062,62,D,Steve Luckert [D],26
Nemaha,Harrison-Goff,State House 062,62,D,Steve Luckert [D],30
Nemaha,Harrison-Kelly,State House 062,62,D,Steve Luckert [D],22
Nemaha,Home,State House 062,62,D,Steve Luckert [D],35
Nemaha,Illinois,State House 062,62,D,Steve Luckert [D],91
Nemaha,Marion Township,State House 062,62,D,Steve Luckert [D],108
Nemaha,Mitchell  Township,State House 062,62,D,Steve Luckert [D],59
Nemaha,Nemaha Township,State House 062,62,D,Steve Luckert [D],20
Nemaha,Neuchatel,State House 062,62,D,Steve Luckert [D],22
Nemaha,Red  Vermillion,State House 062,62,D,Steve Luckert [D],20
Nemaha,Reilly,State House 062,62,D,Steve Luckert [D],24
Nemaha,Richmond Township,State House 062,62,D,Steve Luckert [D],105
Nemaha,Rock Creek,State House 062,62,D,Steve Luckert [D],76
Nemaha,Washington,State House 062,62,D,Steve Luckert [D],49
Nemaha,Wetmore,State House 062,62,D,Steve Luckert [D],83
Nemaha,Centralia-Home,State House 062,62,D,Steve Luckert [D],83
Nemaha,Centralia-Illinois,State House 062,62,D,Steve Luckert [D],15
