county,precinct,office,district,party,candidate,votes,advance,polls
Miami,NPW,Governor,,D,Paul Davis,53,21,74
Miami,NPE Prt1,Governor,,D,Paul Davis,3,0,3
Miami,NPE Prt2,Governor,,D,Paul Davis,10,6,16
Miami,NW,Governor,,D,Paul Davis,62,11,73
Miami,OSAGE,Governor,,D,Paul Davis,50,19,69
Miami,OC 01,Governor,,D,Paul Davis,62,30,92
Miami,OC 02,Governor,,D,Paul Davis,98,39,137
Miami,OC 03,Governor,,D,Paul Davis,126,47,173
Miami,OC 04,Governor,,D,Paul Davis,58,8,66
Miami,OSA TWP,Governor,,D,Paul Davis,81,30,111
Miami,PC 01,Governor,,D,Paul Davis,85,90,175
Miami,PC 02,Governor,,D,Paul Davis,98,55,153
Miami,PC 03,Governor,,D,Paul Davis,107,78,185
Miami,PC 04,Governor,,D,Paul Davis,111,94,205
Miami,RICH,Governor,,D,Paul Davis,137,82,219
Miami,SMV(3),Governor,,D,Paul Davis,1,0,1
Miami,SMV(2),Governor,,D,Paul Davis,135,61,196
Miami,SPE Prt2,Governor,,D,Paul Davis,22,12,34
Miami,SPW,Governor,,D,Paul Davis,29,21,50
Miami,SW,Governor,,D,Paul Davis,121,31,152
Miami,SH 01,Governor,,D,Paul Davis,140,28,168
Miami,SH 02,Governor,,D,Paul Davis,46,24,70
Miami,SH 03,Governor,,D,Paul Davis,14,2,16
Miami,STAN 368,Governor,,D,Paul Davis,47,36,83
Miami,STAN 367,Governor,,D,Paul Davis,25,16,41
Miami,SC,Governor,,D,Paul Davis,33,9,42
Miami,TM,Governor,,D,Paul Davis,122,46,168
Miami,WMC 416,Governor,,D,Paul Davis,16,4,20
Miami,WMC 368,Governor,,D,Paul Davis,40,21,61
Miami,WV(6),Governor,,D,Paul Davis,17,26,43
Miami,WV(12) 368,Governor,,D,Paul Davis,9,5,14
Miami,WV(12) 367,Governor,,D,Paul Davis,34,23,57
Miami,WV(5),Governor,,D,Paul Davis,31,11,42
Miami,EMC(2),Governor,,L,Keen Umbehr,4,0,4
Miami,EMC(3),Governor,,L,Keen Umbehr,9,2,11
Miami,EV,Governor,,L,Keen Umbehr,4,2,6
Miami,FC,Governor,,L,Keen Umbehr,4,0,4
Miami,LC 01,Governor,,L,Keen Umbehr,12,1,13
Miami,LC 02,Governor,,L,Keen Umbehr,11,2,13
Miami,LC 03,Governor,,L,Keen Umbehr,10,2,12
Miami,LC 04,Governor,,L,Keen Umbehr,11,3,14
Miami,MI,Governor,,L,Keen Umbehr,6,1,7
Miami,MND,Governor,,L,Keen Umbehr,8,6,14
Miami,NMV(2),Governor,,L,Keen Umbehr,2,0,2
Miami,NMV(3),Governor,,L,Keen Umbehr,5,3,8
Miami,NPW,Governor,,L,Keen Umbehr,1,0,1
Miami,NPE Prt1,Governor,,L,Keen Umbehr,0,0,0
Miami,NPE Prt2,Governor,,L,Keen Umbehr,4,1,5
Miami,NW,Governor,,L,Keen Umbehr,10,0,10
Miami,OSAGE,Governor,,L,Keen Umbehr,9,1,10
Miami,OC 01,Governor,,L,Keen Umbehr,7,2,9
Miami,OC 02,Governor,,L,Keen Umbehr,12,7,19
Miami,OC 03,Governor,,L,Keen Umbehr,9,5,14
Miami,OC 04,Governor,,L,Keen Umbehr,13,7,20
Miami,OSA TWP,Governor,,L,Keen Umbehr,6,0,6
Miami,PC 01,Governor,,L,Keen Umbehr,9,4,13
Miami,PC 02,Governor,,L,Keen Umbehr,9,6,15
Miami,PC 03,Governor,,L,Keen Umbehr,13,2,15
Miami,PC 04,Governor,,L,Keen Umbehr,10,5,15
Miami,RICH,Governor,,L,Keen Umbehr,22,4,26
Miami,SMV(3),Governor,,L,Keen Umbehr,1,0,1
Miami,SMV(2),Governor,,L,Keen Umbehr,17,5,22
Miami,SPE Prt2,Governor,,L,Keen Umbehr,4,1,5
Miami,SPW,Governor,,L,Keen Umbehr,2,4,6
Miami,SW,Governor,,L,Keen Umbehr,10,2,12
Miami,SH 01,Governor,,L,Keen Umbehr,14,1,15
Miami,SH 02,Governor,,L,Keen Umbehr,2,0,2
Miami,SH 03,Governor,,L,Keen Umbehr,0,0,0
Miami,STAN 368,Governor,,L,Keen Umbehr,5,3,8
Miami,STAN 367,Governor,,L,Keen Umbehr,1,0,1
Miami,SC,Governor,,L,Keen Umbehr,9,1,10
Miami,TM,Governor,,L,Keen Umbehr,11,1,12
Miami,WMC 416,Governor,,L,Keen Umbehr,1,0,1
Miami,WMC 368,Governor,,L,Keen Umbehr,4,3,7
Miami,WV(6),Governor,,L,Keen Umbehr,0,1,1
Miami,WV(12) 368,Governor,,L,Keen Umbehr,0,0,0
Miami,WV(12) 367,Governor,,L,Keen Umbehr,2,1,3
Miami,WV(5),Governor,,L,Keen Umbehr,5,2,7
Miami,EMC(2),Governor,,R,Sam Brownback,51,9,60
Miami,EMC(3),Governor,,R,Sam Brownback,176,38,214
Miami,EV,Governor,,R,Sam Brownback,72,30,102
Miami,FC,Governor,,R,Sam Brownback,17,4,21
Miami,LC 01,Governor,,R,Sam Brownback,118,27,145
Miami,LC 02,Governor,,R,Sam Brownback,170,20,190
Miami,LC 03,Governor,,R,Sam Brownback,169,22,191
Miami,LC 04,Governor,,R,Sam Brownback,161,25,186
Miami,MI,Governor,,R,Sam Brownback,105,27,132
Miami,MND,Governor,,R,Sam Brownback,105,27,132
Miami,NMV(2),Governor,,R,Sam Brownback,64,18,82
Miami,NMV(3),Governor,,R,Sam Brownback,166,24,190
Miami,NPW,Governor,,R,Sam Brownback,79,32,111
Miami,NPE Prt1,Governor,,R,Sam Brownback,5,1,6
Miami,NPE Prt2,Governor,,R,Sam Brownback,42,7,49
Miami,NW,Governor,,R,Sam Brownback,166,16,182
Miami,OSAGE,Governor,,R,Sam Brownback,87,6,93
Miami,OC 01,Governor,,R,Sam Brownback,53,15,68
Miami,OC 02,Governor,,R,Sam Brownback,93,26,119
Miami,OC 03,Governor,,R,Sam Brownback,84,27,111
Miami,OC 04,Governor,,R,Sam Brownback,50,16,66
Miami,OSA TWP,Governor,,R,Sam Brownback,109,32,141
Miami,PC 01,Governor,,R,Sam Brownback,129,82,211
Miami,PC 02,Governor,,R,Sam Brownback,98,42,140
Miami,PC 03,Governor,,R,Sam Brownback,138,61,199
Miami,PC 04,Governor,,R,Sam Brownback,130,97,227
Miami,RICH,Governor,,R,Sam Brownback,367,147,514
Miami,SMV(3),Governor,,R,Sam Brownback,5,0,5
Miami,SMV(2),Governor,,R,Sam Brownback,245,56,301
Miami,SPE Prt2,Governor,,R,Sam Brownback,19,14,33
Miami,SPW,Governor,,R,Sam Brownback,43,12,55
Miami,SW,Governor,,R,Sam Brownback,347,73,420
Miami,SH 01,Governor,,R,Sam Brownback,247,21,268
Miami,SH 02,Governor,,R,Sam Brownback,48,16,64
Miami,SH 03,Governor,,R,Sam Brownback,18,5,23
Miami,STAN 368,Governor,,R,Sam Brownback,65,56,121
Miami,STAN 367,Governor,,R,Sam Brownback,53,10,63
Miami,SC,Governor,,R,Sam Brownback,100,20,120
Miami,TM,Governor,,R,Sam Brownback,305,69,374
Miami,WMC 416,Governor,,R,Sam Brownback,29,15,44
Miami,WMC 368,Governor,,R,Sam Brownback,103,42,145
Miami,WV(6),Governor,,R,Sam Brownback,28,25,53
Miami,WV(12) 368,Governor,,R,Sam Brownback,25,6,31
Miami,WV(12) 367,Governor,,R,Sam Brownback,43,15,58
Miami,WV(5),Governor,,R,Sam Brownback,38,9,47
Miami,EMC(2),Governor,,,Write-ins,0,0,0
Miami,EMC(3),Governor,,,Write-ins,0,0,0
Miami,EV,Governor,,,Write-ins,0,0,0
Miami,FC,Governor,,,Write-ins,0,0,0
Miami,LC 01,Governor,,,Write-ins,1,0,1
Miami,LC 02,Governor,,,Write-ins,0,1,1
Miami,LC 03,Governor,,,Write-ins,0,0,0
Miami,LC 04,Governor,,,Write-ins,0,2,2
Miami,MI,Governor,,,Write-ins,0,0,0
Miami,MND,Governor,,,Write-ins,0,0,0
Miami,NMV(2),Governor,,,Write-ins,0,0,0
Miami,NMV(3),Governor,,,Write-ins,0,0,0
Miami,NPW,Governor,,,Write-ins,0,0,0
Miami,NPE Prt1,Governor,,,Write-ins,0,0,0
Miami,NPE Prt2,Governor,,,Write-ins,0,0,0
Miami,NW,Governor,,,Write-ins,0,0,0
Miami,OSAGE,Governor,,,Write-ins,0,0,0
Miami,OC 01,Governor,,,Write-ins,0,0,0
Miami,OC 02,Governor,,,Write-ins,0,0,0
Miami,OC 03,Governor,,,Write-ins,0,0,0
Miami,OC 04,Governor,,,Write-ins,0,0,0
Miami,OSA TWP,Governor,,,Write-ins,0,0,0
Miami,PC 01,Governor,,,Write-ins,1,0,1
Miami,PC 02,Governor,,,Write-ins,1,0,1
Miami,PC 03,Governor,,,Write-ins,0,0,0
Miami,PC 04,Governor,,,Write-ins,0,0,0
Miami,RICH,Governor,,,Write-ins,1,0,1
Miami,SMV(3),Governor,,,Write-ins,0,0,0
Miami,SMV(2),Governor,,,Write-ins,0,0,0
Miami,SPE Prt2,Governor,,,Write-ins,0,0,0
Miami,SPW,Governor,,,Write-ins,0,0,0
Miami,SW,Governor,,,Write-ins,0,0,0
Miami,SH 01,Governor,,,Write-ins,1,0,1
Miami,SH 02,Governor,,,Write-ins,0,1,1
Miami,SH 03,Governor,,,Write-ins,0,0,0
Miami,STAN 368,Governor,,,Write-ins,1,0,1
Miami,STAN 367,Governor,,,Write-ins,0,0,0
Miami,SC,Governor,,,Write-ins,0,0,0
Miami,TM,Governor,,,Write-ins,0,0,0
Miami,WMC 416,Governor,,,Write-ins,0,0,0
Miami,WMC 368,Governor,,,Write-ins,0,0,0
Miami,WV(6),Governor,,,Write-ins,0,0,0
Miami,WV(12) 368,Governor,,,Write-ins,0,0,0
Miami,WV(12) 367,Governor,,,Write-ins,0,0,0
Miami,WV(5),Governor,,,Write-ins,0,0,0
Miami,EMC(2),Secretary of State,,D,Jean Schodorf,18,6,24
Miami,EMC(3),Secretary of State,,D,Jean Schodorf,68,24,92
Miami,EV,Secretary of State,,D,Jean Schodorf,38,18,56
Miami,FC,Secretary of State,,D,Jean Schodorf,16,2,18
Miami,LC 01,Secretary of State,,D,Jean Schodorf,72,22,94
Miami,LC 02,Secretary of State,,D,Jean Schodorf,95,8,103
Miami,LC 03,Secretary of State,,D,Jean Schodorf,82,23,105
Miami,LC 04,Secretary of State,,D,Jean Schodorf,73,13,86
Miami,MI,Secretary of State,,D,Jean Schodorf,49,17,66
Miami,MND,Secretary of State,,D,Jean Schodorf,63,31,94
Miami,NMV(2),Secretary of State,,D,Jean Schodorf,15,8,23
Miami,NMV(3),Secretary of State,,D,Jean Schodorf,67,31,98
Miami,NPW,Secretary of State,,D,Jean Schodorf,41,20,61
Miami,NPE Prt1,Secretary of State,,D,Jean Schodorf,2,0,2
Miami,NPE Prt2,Secretary of State,,D,Jean Schodorf,11,5,16
Miami,NW,Secretary of State,,D,Jean Schodorf,55,10,65
Miami,OSAGE,Secretary of State,,D,Jean Schodorf,39,18,57
Miami,OC 01,Secretary of State,,D,Jean Schodorf,57,30,87
Miami,OC 02,Secretary of State,,D,Jean Schodorf,84,34,118
Miami,OC 03,Secretary of State,,D,Jean Schodorf,99,39,138
Miami,OC 04,Secretary of State,,D,Jean Schodorf,54,11,65
Miami,OSA TWP,Secretary of State,,D,Jean Schodorf,62,28,90
Miami,PC 01,Secretary of State,,D,Jean Schodorf,67,68,135
Miami,PC 02,Secretary of State,,D,Jean Schodorf,83,55,138
Miami,PC 03,Secretary of State,,D,Jean Schodorf,86,69,155
Miami,PC 04,Secretary of State,,D,Jean Schodorf,87,76,163
Miami,RICH,Secretary of State,,D,Jean Schodorf,120,66,186
Miami,SMV(3),Secretary of State,,D,Jean Schodorf,3,0,3
Miami,SMV(2),Secretary of State,,D,Jean Schodorf,106,57,163
Miami,SPE Prt2,Secretary of State,,D,Jean Schodorf,15,11,26
Miami,SPW,Secretary of State,,D,Jean Schodorf,17,18,35
Miami,SW,Secretary of State,,D,Jean Schodorf,85,25,110
Miami,SH 01,Secretary of State,,D,Jean Schodorf,99,25,124
Miami,SH 02,Secretary of State,,D,Jean Schodorf,33,21,54
Miami,SH 03,Secretary of State,,D,Jean Schodorf,9,2,11
Miami,STAN 368,Secretary of State,,D,Jean Schodorf,37,33,70
Miami,STAN 367,Secretary of State,,D,Jean Schodorf,22,14,36
Miami,SC,Secretary of State,,D,Jean Schodorf,31,7,38
Miami,TM,Secretary of State,,D,Jean Schodorf,100,47,147
Miami,WMC 416,Secretary of State,,D,Jean Schodorf,10,5,15
Miami,WMC 368,Secretary of State,,D,Jean Schodorf,35,24,59
Miami,WV(6),Secretary of State,,D,Jean Schodorf,12,25,37
Miami,WV(12) 368,Secretary of State,,D,Jean Schodorf,8,3,11
Miami,WV(12) 367,Secretary of State,,D,Jean Schodorf,26,16,42
Miami,WV(5),Secretary of State,,D,Jean Schodorf,30,10,40
Miami,EMC(2),Secretary of State,,R,Kris Kobach,55,12,67
Miami,EMC(3),Secretary of State,,R,Kris Kobach,199,41,240
Miami,EV,Secretary of State,,R,Kris Kobach,85,31,116
Miami,FC,Secretary of State,,R,Kris Kobach,22,5,27
Miami,LC 01,Secretary of State,,R,Kris Kobach,144,26,170
Miami,LC 02,Secretary of State,,R,Kris Kobach,204,23,227
Miami,LC 03,Secretary of State,,R,Kris Kobach,199,24,223
Miami,LC 04,Secretary of State,,R,Kris Kobach,193,31,224
Miami,MI,Secretary of State,,R,Kris Kobach,118,29,147
Miami,MND,Secretary of State,,R,Kris Kobach,120,31,151
Miami,NMV(2),Secretary of State,,R,Kris Kobach,67,17,84
Miami,NMV(3),Secretary of State,,R,Kris Kobach,179,29,208
Miami,NPW,Secretary of State,,R,Kris Kobach,87,34,121
Miami,NPE Prt1,Secretary of State,,R,Kris Kobach,6,1,7
Miami,NPE Prt2,Secretary of State,,R,Kris Kobach,45,8,53
Miami,NW,Secretary of State,,R,Kris Kobach,179,17,196
Miami,OSAGE,Secretary of State,,R,Kris Kobach,100,8,108
Miami,OC 01,Secretary of State,,R,Kris Kobach,66,17,83
Miami,OC 02,Secretary of State,,R,Kris Kobach,118,37,155
Miami,OC 03,Secretary of State,,R,Kris Kobach,113,38,151
Miami,OC 04,Secretary of State,,R,Kris Kobach,64,20,84
Miami,OSA TWP,Secretary of State,,R,Kris Kobach,132,33,165
Miami,PC 01,Secretary of State,,R,Kris Kobach,154,104,258
Miami,PC 02,Secretary of State,,R,Kris Kobach,122,48,170
Miami,PC 03,Secretary of State,,R,Kris Kobach,169,72,241
Miami,PC 04,Secretary of State,,R,Kris Kobach,158,117,275
Miami,RICH,Secretary of State,,R,Kris Kobach,402,167,569
Miami,SMV(3),Secretary of State,,R,Kris Kobach,4,0,4
Miami,SMV(2),Secretary of State,,R,Kris Kobach,286,65,351
Miami,SPE Prt2,Secretary of State,,R,Kris Kobach,30,14,44
Miami,SPW,Secretary of State,,R,Kris Kobach,55,19,74
Miami,SW,Secretary of State,,R,Kris Kobach,393,78,471
Miami,SH 01,Secretary of State,,R,Kris Kobach,298,25,323
Miami,SH 02,Secretary of State,,R,Kris Kobach,61,18,79
Miami,SH 03,Secretary of State,,R,Kris Kobach,23,5,28
Miami,STAN 368,Secretary of State,,R,Kris Kobach,79,60,139
Miami,STAN 367,Secretary of State,,R,Kris Kobach,56,13,69
Miami,SC,Secretary of State,,R,Kris Kobach,108,23,131
Miami,TM,Secretary of State,,R,Kris Kobach,338,68,406
Miami,WMC 416,Secretary of State,,R,Kris Kobach,36,14,50
Miami,WMC 368,Secretary of State,,R,Kris Kobach,113,43,156
Miami,WV(6),Secretary of State,,R,Kris Kobach,33,26,59
Miami,WV(12) 368,Secretary of State,,R,Kris Kobach,25,9,34
Miami,WV(12) 367,Secretary of State,,R,Kris Kobach,53,24,77
Miami,WV(5),Secretary of State,,R,Kris Kobach,42,11,53
Miami,EMC(2),Secretary of State,,,Write-ins,0,0,0
Miami,EMC(3),Secretary of State,,,Write-ins,0,0,0
Miami,EV,Secretary of State,,,Write-ins,0,0,0
Miami,FC,Secretary of State,,,Write-ins,1,0,1
Miami,LC 01,Secretary of State,,,Write-ins,0,0,0
Miami,LC 02,Secretary of State,,,Write-ins,0,1,1
Miami,LC 03,Secretary of State,,,Write-ins,0,0,0
Miami,LC 04,Secretary of State,,,Write-ins,0,0,0
Miami,MI,Secretary of State,,,Write-ins,0,0,0
Miami,MND,Secretary of State,,,Write-ins,0,0,0
Miami,NMV(2),Secretary of State,,,Write-ins,0,0,0
Miami,NMV(3),Secretary of State,,,Write-ins,0,0,0
Miami,NPW,Secretary of State,,,Write-ins,0,0,0
Miami,NPE Prt1,Secretary of State,,,Write-ins,0,0,0
Miami,NPE Prt2,Secretary of State,,,Write-ins,0,0,0
Miami,NW,Secretary of State,,,Write-ins,0,0,0
Miami,OSAGE,Secretary of State,,,Write-ins,0,0,0
Miami,OC 01,Secretary of State,,,Write-ins,0,0,0
Miami,OC 02,Secretary of State,,,Write-ins,0,0,0
Miami,OC 03,Secretary of State,,,Write-ins,0,0,0
Miami,OC 04,Secretary of State,,,Write-ins,2,0,2
Miami,OSA TWP,Secretary of State,,,Write-ins,0,0,0
Miami,PC 01,Secretary of State,,,Write-ins,0,0,0
Miami,PC 02,Secretary of State,,,Write-ins,0,0,0
Miami,PC 03,Secretary of State,,,Write-ins,1,0,1
Miami,PC 04,Secretary of State,,,Write-ins,0,0,0
Miami,RICH,Secretary of State,,,Write-ins,1,0,1
Miami,SMV(3),Secretary of State,,,Write-ins,0,0,0
Miami,SMV(2),Secretary of State,,,Write-ins,0,0,0
Miami,SPE Prt2,Secretary of State,,,Write-ins,0,0,0
Miami,SPW,Secretary of State,,,Write-ins,0,0,0
Miami,SW,Secretary of State,,,Write-ins,0,0,0
Miami,SH 01,Secretary of State,,,Write-ins,0,0,0
Miami,SH 02,Secretary of State,,,Write-ins,0,0,0
Miami,SH 03,Secretary of State,,,Write-ins,0,0,0
Miami,STAN 368,Secretary of State,,,Write-ins,0,0,0
Miami,STAN 367,Secretary of State,,,Write-ins,0,0,0
Miami,SC,Secretary of State,,,Write-ins,0,0,0
Miami,TM,Secretary of State,,,Write-ins,0,0,0
Miami,WMC 416,Secretary of State,,,Write-ins,0,0,0
Miami,WMC 368,Secretary of State,,,Write-ins,0,0,0
Miami,WV(6),Secretary of State,,,Write-ins,0,0,0
Miami,WV(12) 368,Secretary of State,,,Write-ins,0,0,0
Miami,WV(12) 367,Secretary of State,,,Write-ins,0,0,0
Miami,WV(5),Secretary of State,,,Write-ins,0,0,0
Miami,EMC(2),Attorney General,,R,Derek Schmidt,57,10,67
Miami,EMC(3),Attorney General,,R,Derek Schmidt,207,43,250
Miami,EV,Attorney General,,R,Derek Schmidt,84,33,117
Miami,FC,Attorney General,,R,Derek Schmidt,24,4,28
Miami,LC 01,Attorney General,,R,Derek Schmidt,145,23,168
Miami,LC 02,Attorney General,,R,Derek Schmidt,215,21,236
Miami,LC 03,Attorney General,,R,Derek Schmidt,202,26,228
Miami,LC 04,Attorney General,,R,Derek Schmidt,205,32,237
Miami,MI,Attorney General,,R,Derek Schmidt,120,28,148
Miami,MND,Attorney General,,R,Derek Schmidt,121,37,158
Miami,NMV(2),Attorney General,,R,Derek Schmidt,69,19,88
Miami,NMV(3),Attorney General,,R,Derek Schmidt,183,34,217
Miami,NPW,Attorney General,,R,Derek Schmidt,90,38,128
Miami,NPE Prt1,Attorney General,,R,Derek Schmidt,6,1,7
Miami,NPE Prt2,Attorney General,,R,Derek Schmidt,48,8,56
Miami,NW,Attorney General,,R,Derek Schmidt,183,17,200
Miami,OSAGE,Attorney General,,R,Derek Schmidt,100,10,110
Miami,OC 01,Attorney General,,R,Derek Schmidt,72,22,94
Miami,OC 02,Attorney General,,R,Derek Schmidt,125,39,164
Miami,OC 03,Attorney General,,R,Derek Schmidt,122,36,158
Miami,OC 04,Attorney General,,R,Derek Schmidt,69,19,88
Miami,OSA TWP,Attorney General,,R,Derek Schmidt,138,33,171
Miami,PC 01,Attorney General,,R,Derek Schmidt,157,107,264
Miami,PC 02,Attorney General,,R,Derek Schmidt,130,51,181
Miami,PC 03,Attorney General,,R,Derek Schmidt,180,74,254
Miami,PC 04,Attorney General,,R,Derek Schmidt,158,131,289
Miami,RICH,Attorney General,,R,Derek Schmidt,408,163,571
Miami,SMV(3),Attorney General,,R,Derek Schmidt,5,0,5
Miami,SMV(2),Attorney General,,R,Derek Schmidt,290,73,363
Miami,SPE Prt2,Attorney General,,R,Derek Schmidt,29,18,47
Miami,SPW,Attorney General,,R,Derek Schmidt,54,21,75
Miami,SW,Attorney General,,R,Derek Schmidt,394,81,475
Miami,SH 01,Attorney General,,R,Derek Schmidt,307,26,333
Miami,SH 02,Attorney General,,R,Derek Schmidt,64,25,89
Miami,SH 03,Attorney General,,R,Derek Schmidt,21,4,25
Miami,STAN 368,Attorney General,,R,Derek Schmidt,80,64,144
Miami,STAN 367,Attorney General,,R,Derek Schmidt,58,14,72
Miami,SC,Attorney General,,R,Derek Schmidt,111,23,134
Miami,TM,Attorney General,,R,Derek Schmidt,338,77,415
Miami,WMC 416,Attorney General,,R,Derek Schmidt,35,15,50
Miami,WMC 368,Attorney General,,R,Derek Schmidt,114,43,157
Miami,WV(6),Attorney General,,R,Derek Schmidt,36,32,68
Miami,WV(12) 368,Attorney General,,R,Derek Schmidt,25,11,36
Miami,WV(12) 367,Attorney General,,R,Derek Schmidt,55,20,75
Miami,WV(5),Attorney General,,R,Derek Schmidt,45,11,56
Miami,EMC(2),Attorney General,,D,A J Kotich,16,7,23
Miami,EMC(3),Attorney General,,D,A J Kotich,61,22,83
Miami,EV,Attorney General,,D,A J Kotich,38,16,54
Miami,FC,Attorney General,,D,A J Kotich,15,3,18
Miami,LC 01,Attorney General,,D,A J Kotich,65,24,89
Miami,LC 02,Attorney General,,D,A J Kotich,82,11,93
Miami,LC 03,Attorney General,,D,A J Kotich,71,20,91
Miami,LC 04,Attorney General,,D,A J Kotich,58,12,70
Miami,MI,Attorney General,,D,A J Kotich,38,17,55
Miami,MND,Attorney General,,D,A J Kotich,61,26,87
Miami,NMV(2),Attorney General,,D,A J Kotich,12,6,18
Miami,NMV(3),Attorney General,,D,A J Kotich,61,26,87
Miami,NPW,Attorney General,,D,A J Kotich,37,16,53
Miami,NPE Prt1,Attorney General,,D,A J Kotich,2,0,2
Miami,NPE Prt2,Attorney General,,D,A J Kotich,8,4,12
Miami,NW,Attorney General,,D,A J Kotich,47,10,57
Miami,OSAGE,Attorney General,,D,A J Kotich,38,16,54
Miami,OC 01,Attorney General,,D,A J Kotich,51,25,76
Miami,OC 02,Attorney General,,D,A J Kotich,76,32,108
Miami,OC 03,Attorney General,,D,A J Kotich,90,43,133
Miami,OC 04,Attorney General,,D,A J Kotich,49,12,61
Miami,OSA TWP,Attorney General,,D,A J Kotich,56,27,83
Miami,PC 01,Attorney General,,D,A J Kotich,62,62,124
Miami,PC 02,Attorney General,,D,A J Kotich,73,52,125
Miami,PC 03,Attorney General,,D,A J Kotich,72,63,135
Miami,PC 04,Attorney General,,D,A J Kotich,83,60,143
Miami,RICH,Attorney General,,D,A J Kotich,109,66,175
Miami,SMV(3),Attorney General,,D,A J Kotich,2,0,2
Miami,SMV(2),Attorney General,,D,A J Kotich,103,48,151
Miami,SPE Prt2,Attorney General,,D,A J Kotich,14,8,22
Miami,SPW,Attorney General,,D,A J Kotich,19,14,33
Miami,SW,Attorney General,,D,A J Kotich,82,23,105
Miami,SH 01,Attorney General,,D,A J Kotich,86,25,111
Miami,SH 02,Attorney General,,D,A J Kotich,26,16,42
Miami,SH 03,Attorney General,,D,A J Kotich,11,3,14
Miami,STAN 368,Attorney General,,D,A J Kotich,36,30,66
Miami,STAN 367,Attorney General,,D,A J Kotich,21,13,34
Miami,SC,Attorney General,,D,A J Kotich,27,7,34
Miami,TM,Attorney General,,D,A J Kotich,92,35,127
Miami,WMC 416,Attorney General,,D,A J Kotich,9,4,13
Miami,WMC 368,Attorney General,,D,A J Kotich,31,24,55
Miami,WV(6),Attorney General,,D,A J Kotich,9,19,28
Miami,WV(12) 368,Attorney General,,D,A J Kotich,8,1,9
Miami,WV(12) 367,Attorney General,,D,A J Kotich,24,20,44
Miami,WV(5),Attorney General,,D,A J Kotich,28,11,39
Miami,EMC(2),Attorney General,,,Write-ins,0,0,0
Miami,EMC(3),Attorney General,,,Write-ins,0,0,0
Miami,EV,Attorney General,,,Write-ins,0,0,0
Miami,FC,Attorney General,,,Write-ins,0,0,0
Miami,LC 01,Attorney General,,,Write-ins,1,0,1
Miami,LC 02,Attorney General,,,Write-ins,0,1,1
Miami,LC 03,Attorney General,,,Write-ins,0,0,0
Miami,LC 04,Attorney General,,,Write-ins,0,0,0
Miami,MI,Attorney General,,,Write-ins,0,0,0
Miami,MND,Attorney General,,,Write-ins,0,0,0
Miami,NMV(2),Attorney General,,,Write-ins,0,0,0
Miami,NMV(3),Attorney General,,,Write-ins,0,0,0
Miami,NPW,Attorney General,,,Write-ins,0,0,0
Miami,NPE Prt1,Attorney General,,,Write-ins,0,0,0
Miami,NPE Prt2,Attorney General,,,Write-ins,0,0,0
Miami,NW,Attorney General,,,Write-ins,0,0,0
Miami,OSAGE,Attorney General,,,Write-ins,0,0,0
Miami,OC 01,Attorney General,,,Write-ins,0,0,0
Miami,OC 02,Attorney General,,,Write-ins,0,0,0
Miami,OC 03,Attorney General,,,Write-ins,2,0,2
Miami,OC 04,Attorney General,,,Write-ins,0,0,0
Miami,OSA TWP,Attorney General,,,Write-ins,0,0,0
Miami,PC 01,Attorney General,,,Write-ins,1,1,2
Miami,PC 02,Attorney General,,,Write-ins,1,0,1
Miami,PC 03,Attorney General,,,Write-ins,1,0,1
Miami,PC 04,Attorney General,,,Write-ins,0,0,0
Miami,RICH,Attorney General,,,Write-ins,0,0,0
Miami,SMV(3),Attorney General,,,Write-ins,0,0,0
Miami,SMV(2),Attorney General,,,Write-ins,0,0,0
Miami,SPE Prt2,Attorney General,,,Write-ins,0,0,0
Miami,SPW,Attorney General,,,Write-ins,0,0,0
Miami,SW,Attorney General,,,Write-ins,0,0,0
Miami,SH 01,Attorney General,,,Write-ins,0,0,0
Miami,SH 02,Attorney General,,,Write-ins,0,0,0
Miami,SH 03,Attorney General,,,Write-ins,0,0,0
Miami,STAN 368,Attorney General,,,Write-ins,1,0,1
Miami,STAN 367,Attorney General,,,Write-ins,0,0,0
Miami,SC,Attorney General,,,Write-ins,0,0,0
Miami,TM,Attorney General,,,Write-ins,0,0,0
Miami,WMC 416,Attorney General,,,Write-ins,0,0,0
Miami,WMC 368,Attorney General,,,Write-ins,0,0,0
Miami,WV(6),Attorney General,,,Write-ins,0,0,0
Miami,WV(12) 368,Attorney General,,,Write-ins,0,0,0
Miami,WV(12) 367,Attorney General,,,Write-ins,0,0,0
Miami,WV(5),Attorney General,,,Write-ins,0,0,0
Miami,EMC(2),State Treasurer,,R,Ron Estes,55,11,66
Miami,EMC(3),State Treasurer,,R,Ron Estes,200,46,246
Miami,EV,State Treasurer,,R,Ron Estes,91,35,126
Miami,FC,State Treasurer,,R,Ron Estes,24,3,27
Miami,LC 01,State Treasurer,,R,Ron Estes,146,24,170
Miami,LC 02,State Treasurer,,R,Ron Estes,211,20,231
Miami,LC 03,State Treasurer,,R,Ron Estes,202,27,229
Miami,LC 04,State Treasurer,,R,Ron Estes,206,33,239
Miami,MI,State Treasurer,,R,Ron Estes,123,30,153
Miami,MND,State Treasurer,,R,Ron Estes,120,35,155
Miami,NMV(2),State Treasurer,,R,Ron Estes,73,17,90
Miami,NMV(3),State Treasurer,,R,Ron Estes,182,35,217
Miami,NPW,State Treasurer,,R,Ron Estes,93,38,131
