county,precinct,office,district,party,candidate,votes,early,advance,poll,provisional
Cherokee,0012 Galena W3,State Treasurer,,DEM,Carmen Alldritt,63,0,7,53,3
Cherokee,0013 Galena W4,State Treasurer,,DEM,Carmen Alldritt,31,0,4,27,0
Cherokee,0014 Scammon W1,State Treasurer,,DEM,Carmen Alldritt,18,1,1,16,0
Cherokee,0015 Scammon W2,State Treasurer,,DEM,Carmen Alldritt,19,0,2,17,0
Cherokee,0016 Scammon W3,State Treasurer,,DEM,Carmen Alldritt,27,1,3,23,0
Cherokee,0017 Weir W1,State Treasurer,,DEM,Carmen Alldritt,24,1,1,21,1
Cherokee,0018 Weir W2,State Treasurer,,DEM,Carmen Alldritt,57,0,3,53,1
Cherokee,0019 Weir W3,State Treasurer,,DEM,Carmen Alldritt,34,1,4,29,0
Cherokee,0001 Baxter Sprs W1,State Treasurer,,REP,Ron Estes,131,2,7,119,3
Cherokee,0002 Baxter Sprs W2,State Treasurer,,REP,Ron Estes,99,3,7,85,4
Cherokee,0003 Baxter Sprs W3,State Treasurer,,REP,Ron Estes,277,8,9,254,6
Cherokee,0004 Baxter Sprs W4,State Treasurer,,REP,Ron Estes,143,6,10,120,7
Cherokee,0005 Columbus W1,State Treasurer,,REP,Ron Estes,86,6,7,73,0
Cherokee,0006 Columbus W2,State Treasurer,,REP,Ron Estes,189,24,19,146,0
Cherokee,0007 Columbus W3,State Treasurer,,REP,Ron Estes,173,13,16,143,1
Cherokee,0008 Columbus W4,State Treasurer,,REP,Ron Estes,94,10,8,76,0
Cherokee,0009 Columbus W5,State Treasurer,,REP,Ron Estes,105,6,14,84,1
Cherokee,0010 Galena W1,State Treasurer,,REP,Ron Estes,98,2,4,85,7
Cherokee,0011 Galena W2,State Treasurer,,REP,Ron Estes,84,3,9,69,3
Cherokee,0012 Galena W3,State Treasurer,,REP,Ron Estes,149,1,12,134,2
Cherokee,0013 Galena W4,State Treasurer,,REP,Ron Estes,60,0,7,53,0
Cherokee,0014 Scammon W1,State Treasurer,,REP,Ron Estes,22,2,0,19,1
Cherokee,0015 Scammon W2,State Treasurer,,REP,Ron Estes,28,3,5,20,0
Cherokee,0016 Scammon W3,State Treasurer,,REP,Ron Estes,34,3,3,28,0
Cherokee,0017 Weir W1,State Treasurer,,REP,Ron Estes,22,0,0,21,1
Cherokee,0018 Weir W2,State Treasurer,,REP,Ron Estes,45,1,5,38,1
Cherokee,0019 Weir W3,State Treasurer,,REP,Ron Estes,26,0,5,21,0
Cherokee,0010 Galena W1,State Treasurer,,,Write-ins,1,0,0,0,1
Cherokee,0019 Weir W3,State Treasurer,,,Write-ins,1,0,1,0,0
Cherokee,0001 Baxter Sprs W1,U.S. Senate,,(IND),Greg Orman,52,1,9,42,0
Cherokee,0002 Baxter Sprs W2,U.S. Senate,,(IND),Greg Orman,50,1,6,39,4
Cherokee,0003 Baxter Sprs W3,U.S. Senate,,(IND),Greg Orman,117,6,9,99,3
Cherokee,0004 Baxter Sprs W4,U.S. Senate,,(IND),Greg Orman,49,5,5,34,5
Cherokee,0005 Columbus W1,U.S. Senate,,(IND),Greg Orman,41,10,4,27,0
Cherokee,0006 Columbus W2,U.S. Senate,,(IND),Greg Orman,79,6,12,61,0
Cherokee,0007 Columbus W3,U.S. Senate,,(IND),Greg Orman,71,6,9,55,1
Cherokee,0008 Columbus W4,U.S. Senate,,(IND),Greg Orman,44,5,10,29,0
Cherokee,0009 Columbus W5,U.S. Senate,,(IND),Greg Orman,65,4,11,50,0
Cherokee,0010 Galena W1,U.S. Senate,,(IND),Greg Orman,55,3,6,43,3
Cherokee,0011 Galena W2,U.S. Senate,,(IND),Greg Orman,31,0,3,28,0
Cherokee,0012 Galena W3,U.S. Senate,,(IND),Greg Orman,64,0,6,55,3
Cherokee,0013 Galena W4,U.S. Senate,,(IND),Greg Orman,26,0,2,24,0
Cherokee,0014 Scammon W1,U.S. Senate,,(IND),Greg Orman,20,1,1,18,0
Cherokee,0015 Scammon W2,U.S. Senate,,(IND),Greg Orman,17,0,1,16,0
Cherokee,0016 Scammon W3,U.S. Senate,,(IND),Greg Orman,30,3,4,23,0
Cherokee,0017 Weir W1,U.S. Senate,,(IND),Greg Orman,17,0,1,14,2
Cherokee,0018 Weir W2,U.S. Senate,,(IND),Greg Orman,46,0,1,44,1
Cherokee,0019 Weir W3,U.S. Senate,,(IND),Greg Orman,32,1,5,26,0
Cherokee,0001 Baxter Sprs W1,U.S. Senate,,REP,Pat Roberts,119,1,6,108,4
Cherokee,0002 Baxter Sprs W2,U.S. Senate,,REP,Pat Roberts,75,3,4,65,3
Cherokee,0003 Baxter Sprs W3,U.S. Senate,,REP,Pat Roberts,259,9,10,235,5
Cherokee,0004 Baxter Sprs W4,U.S. Senate,,REP,Pat Roberts,128,6,10,107,5
Cherokee,0005 Columbus W1,U.S. Senate,,REP,Pat Roberts,78,4,12,62,0
Cherokee,0006 Columbus W2,U.S. Senate,,REP,Pat Roberts,157,22,15,120,0
Cherokee,0007 Columbus W3,U.S. Senate,,REP,Pat Roberts,155,12,15,128,0
Cherokee,0008 Columbus W4,U.S. Senate,,REP,Pat Roberts,88,9,8,71,0
Cherokee,0009 Columbus W5,U.S. Senate,,REP,Pat Roberts,104,8,21,74,1
Cherokee,0010 Galena W1,U.S. Senate,,REP,Pat Roberts,87,2,6,72,7
Cherokee,0011 Galena W2,U.S. Senate,,REP,Pat Roberts,82,3,9,67,3
Cherokee,0012 Galena W3,U.S. Senate,,REP,Pat Roberts,136,1,14,120,1
Cherokee,0013 Galena W4,U.S. Senate,,REP,Pat Roberts,51,0,7,44,0
Cherokee,0014 Scammon W1,U.S. Senate,,REP,Pat Roberts,16,2,0,13,1
Cherokee,0015 Scammon W2,U.S. Senate,,REP,Pat Roberts,24,3,5,16,0
Cherokee,0016 Scammon W3,U.S. Senate,,REP,Pat Roberts,27,1,2,24,0
Cherokee,0017 Weir W1,U.S. Senate,,REP,Pat Roberts,23,0,0,23,0
Cherokee,0018 Weir W2,U.S. Senate,,REP,Pat Roberts,45,1,7,37,0
Cherokee,0019 Weir W3,U.S. Senate,,REP,Pat Roberts,23,0,5,18,0
Cherokee,0001 Baxter Sprs W1,U.S. Senate,,LIB,Randall Batson,19,1,2,15,1
Cherokee,0002 Baxter Sprs W2,U.S. Senate,,LIB,Randall Batson,15,1,0,14,0
Cherokee,0003 Baxter Sprs W3,U.S. Senate,,LIB,Randall Batson,25,0,1,23,1
Cherokee,0004 Baxter Sprs W4,U.S. Senate,,LIB,Randall Batson,21,0,1,20,0
Cherokee,0005 Columbus W1,U.S. Senate,,LIB,Randall Batson,18,0,0,17,1
Cherokee,0006 Columbus W2,U.S. Senate,,LIB,Randall Batson,18,2,2,14,0
Cherokee,0007 Columbus W3,U.S. Senate,,LIB,Randall Batson,10,0,2,7,1
Cherokee,0008 Columbus W4,U.S. Senate,,LIB,Randall Batson,11,0,1,10,0
Cherokee,0009 Columbus W5,U.S. Senate,,LIB,Randall Batson,8,1,1,6,0
Cherokee,0010 Galena W1,U.S. Senate,,LIB,Randall Batson,13,1,1,11,0
Cherokee,0011 Galena W2,U.S. Senate,,LIB,Randall Batson,13,0,2,11,0
Cherokee,0012 Galena W3,U.S. Senate,,LIB,Randall Batson,16,0,2,13,1
Cherokee,0013 Galena W4,U.S. Senate,,LIB,Randall Batson,12,0,1,11,0
Cherokee,0014 Scammon W1,U.S. Senate,,LIB,Randall Batson,4,0,0,4,0
Cherokee,0015 Scammon W2,U.S. Senate,,LIB,Randall Batson,4,0,0,4,0
Cherokee,0016 Scammon W3,U.S. Senate,,LIB,Randall Batson,4,0,0,4,0
Cherokee,0017 Weir W1,U.S. Senate,,LIB,Randall Batson,5,1,0,4,0
Cherokee,0018 Weir W2,U.S. Senate,,LIB,Randall Batson,8,0,0,7,1
Cherokee,0019 Weir W3,U.S. Senate,,LIB,Randall Batson,4,0,0,4,0
Cherokee,0003 Baxter Sprs W3,U.S. Senate,,,Write-ins,1,0,0,1,0
Cherokee,0006 Columbus W2,U.S. Senate,,,Write-ins,1,0,0,1,0
Cherokee,0008 Columbus W4,U.S. Senate,,,Write-ins,1,0,0,1,0
Cherokee,0010 Galena W1,U.S. Senate,,,Write-ins,1,0,0,1,0
Cherokee,0015 Scammon W2,U.S. Senate,,,Write-ins,1,0,1,0,0
Cherokee,0016 Scammon W3,U.S. Senate,,,Write-ins,1,0,0,1,0
Cherokee,0001 Baxter Sprs W1,Voters,,,BALLOTS CAST,193,3,18,166,6
Cherokee,0002 Baxter Sprs W2,Voters,,,BALLOTS CAST,142,5,12,118,7
Cherokee,0003 Baxter Sprs W3,Voters,,,BALLOTS CAST,410,15,22,364,9
Cherokee,0004 Baxter Sprs W4,Voters,,,BALLOTS CAST,200,11,16,163,10
Cherokee,0005 Columbus W1,Voters,,,BALLOTS CAST,137,14,16,106,1
Cherokee,0006 Columbus W2,Voters,,,BALLOTS CAST,261,31,30,200,0
Cherokee,0007 Columbus W3,Voters,,,BALLOTS CAST,240,20,27,191,2
Cherokee,0008 Columbus W4,Voters,,,BALLOTS CAST,145,14,19,112,0
Cherokee,0009 Columbus W5,Voters,,,BALLOTS CAST,183,14,36,132,1
Cherokee,0010 Galena W1,Voters,,,BALLOTS CAST,160,6,14,129,11
Cherokee,0011 Galena W2,Voters,,,BALLOTS CAST,132,3,15,111,3
Cherokee,0012 Galena W3,Voters,,,BALLOTS CAST,220,1,22,192,5
Cherokee,0013 Galena W4,Voters,,,BALLOTS CAST,91,0,11,80,0
Cherokee,0014 Scammon W1,Voters,,,BALLOTS CAST,40,3,1,35,1
Cherokee,0015 Scammon W2,Voters,,,BALLOTS CAST,47,3,7,37,0
Cherokee,0016 Scammon W3,Voters,,,BALLOTS CAST,63,4,6,53,0
Cherokee,0017 Weir W1,Voters,,,BALLOTS CAST,46,1,1,42,2
Cherokee,0018 Weir W2,Voters,,,BALLOTS CAST,102,1,8,91,2
Cherokee,0019 Weir W3,Voters,,,BALLOTS CAST,61,1,10,50,0
Cherokee,0001 Baxter Sprs W1,Voters,,,REGISTERED VOTERS,720,,,,
Cherokee,0002 Baxter Sprs W2,Voters,,,REGISTERED VOTERS,785,,,,
Cherokee,0003 Baxter Sprs W3,Voters,,,REGISTERED VOTERS,1186,,,,
Cherokee,0004 Baxter Sprs W4,Voters,,,REGISTERED VOTERS,899,,,,
Cherokee,0005 Columbus W1,Voters,,,REGISTERED VOTERS,381,,,,
Cherokee,0006 Columbus W2,Voters,,,REGISTERED VOTERS,586,,,,
Cherokee,0007 Columbus W3,Voters,,,REGISTERED VOTERS,556,,,,
Cherokee,0008 Columbus W4,Voters,,,REGISTERED VOTERS,297,,,,
Cherokee,0009 Columbus W5,Voters,,,REGISTERED VOTERS,537,,,,
Cherokee,0010 Galena W1,Voters,,,REGISTERED VOTERS,722,,,,
Cherokee,0011 Galena W2,Voters,,,REGISTERED VOTERS,531,,,,
Cherokee,0012 Galena W3,Voters,,,REGISTERED VOTERS,766,,,,
Cherokee,0013 Galena W4,Voters,,,REGISTERED VOTERS,459,,,,
Cherokee,0014 Scammon W1,voters,,,REGISTERED VOTERS,73,,,,
Cherokee,0015 Scammon W2,Voters,,,REGISTERED VOTERS,139,,,,
Cherokee,0016 Scammon W3,Voters,,,REGISTERED VOTERS,134,,,,
Cherokee,0017 Weir W1,Voters,,,REGISTERED VOTERS,120,,,,
Cherokee,0018 Weir W2,Voters,,,REGISTERED VOTERS,271,,,,
Cherokee,0019 Weir W3,Voters,,,REGISTERED VOTERS,129,,,,
Cherokee,0020 Cherokee,Attorney General,,DEM,A.J. Kotich,51,0,11,40,0
Cherokee,0021 Crawford,Attorney General,,DEM,A.J. Kotich,62,2,8,52,0
Cherokee,0022 Garden-Lowell,Attorney General,,DEM,A.J. Kotich,215,15,38,161,1
Cherokee,0023 Garden-Stanley Mines,Attorney General,,DEM,A.J. Kotich,46,1,6,39,0
Cherokee,0024 Lola,Attorney General,,DEM,A.J. Kotich,20,3,6,11,0
Cherokee,0025 Lowell,Attorney General,,DEM,A.J. Kotich,57,3,10,44,0
Cherokee,0026 Lyon-Lyon,Attorney General,,DEM,A.J. Kotich,30,2,0,28,0
Cherokee,0027 Mineral,Attorney General,,DEM,A.J. Kotich,9,0,0,9,0
Cherokee,0028 Neosho-Faulkner,Attorney General,,DEM,A.J. Kotich,6,0,1,5,0
Cherokee,0029 Neosho-Melrose,Attorney General,,DEM,A.J. Kotich,12,1,0,11,0
Cherokee,0030 Pleasant View,Attorney General,,DEM,A.J. Kotich,50,3,8,39,0
Cherokee,0031 Ross-Belleview,Attorney General,,DEM,A.J. Kotich,27,0,7,20,0
Cherokee,0032 Ross-Roseland,Attorney General,,DEM,A.J. Kotich,49,2,17,30,0
Cherokee,0033 Ross-West Mineral,Attorney General,,DEM,A.J. Kotich,45,1,12,31,1
Cherokee,0034 Salamanca,Attorney General,,DEM,A.J. Kotich,58,8,2,48,0
Cherokee,0035 Shawnee,Attorney General,,DEM,A.J. Kotich,33,1,5,27,0
Cherokee,0036 Sheridan,Attorney General,,DEM,A.J. Kotich,25,3,3,19,0
Cherokee,0037 Spring Valley-Neutral,Attorney General,,DEM,A.J. Kotich,62,3,17,42,0
Cherokee,0038 Spring Valley-SV,Attorney General,,DEM,A.J. Kotich,34,0,2,31,1
Cherokee,0020 Cherokee,Attorney General,,REP,Derek Schmidt,85,3,7,75,0
Cherokee,0021 Crawford,Attorney General,,REP,Derek Schmidt,197,13,14,165,5
Cherokee,0022 Garden-Lowell,Attorney General,,REP,Derek Schmidt,432,18,21,382,11
Cherokee,0023 Garden-Stanley Mines,Attorney General,,REP,Derek Schmidt,140,5,10,121,4
Cherokee,0024 Lola,Attorney General,,REP,Derek Schmidt,73,9,8,55,1
Cherokee,0025 Lowell,Attorney General,,REP,Derek Schmidt,160,4,14,140,2
Cherokee,0026 Lyon-Lyon,Attorney General,,REP,Derek Schmidt,103,8,2,93,0
Cherokee,0027 Mineral,Attorney General,,REP,Derek Schmidt,64,0,5,57,2
Cherokee,0028 Neosho-Faulkner,Attorney General,,REP,Derek Schmidt,25,2,1,21,1
Cherokee,0029 Neosho-Melrose,Attorney General,,REP,Derek Schmidt,33,1,3,29,0
Cherokee,0030 Pleasant View,Attorney General,,REP,Derek Schmidt,158,4,11,143,0
Cherokee,0031 Ross-Belleview,Attorney General,,REP,Derek Schmidt,44,5,2,37,0
Cherokee,0032 Ross-Roseland,Attorney General,,REP,Derek Schmidt,55,4,4,47,0
Cherokee,0033 Ross-West Mineral,Attorney General,,REP,Derek Schmidt,39,3,2,33,1
Cherokee,0034 Salamanca,Attorney General,,REP,Derek Schmidt,165,11,6,147,1
Cherokee,0035 Shawnee,Attorney General,,REP,Derek Schmidt,148,13,12,122,1
Cherokee,0036 Sheridan,Attorney General,,REP,Derek Schmidt,57,5,14,38,0
Cherokee,0037 Spring Valley-Neutral,Attorney General,,REP,Derek Schmidt,158,9,26,121,2
Cherokee,0038 Spring Valley-SV,Attorney General,,REP,Derek Schmidt,108,4,6,93,5
Cherokee,0025 Lowell,Attorney General,,,Write-ins,1,0,0,1,0
Cherokee,0026 Lyon-Lyon,Attorney General,,,Write-ins,1,0,0,1,0
Cherokee,0020 Cherokee,U.S. House,2,LIB,Christopher Clemmons,6,0,0,6,0
Cherokee,0021 Crawford,U.S. House,2,LIB,Christopher Clemmons,17,0,2,14,1
Cherokee,0022 Garden-Lowell,U.S. House,2,LIB,Christopher Clemmons,31,1,2,28,0
Cherokee,0023 Garden-Stanley Mines,U.S. House,2,LIB,Christopher Clemmons,17,0,3,14,0
Cherokee,0024 Lola,U.S. House,2,LIB,Christopher Clemmons,4,0,0,4,0
Cherokee,0025 Lowell,U.S. House,2,LIB,Christopher Clemmons,10,0,0,10,0
Cherokee,0026 Lyon-Lyon,U.S. House,2,LIB,Christopher Clemmons,13,2,0,11,0
Cherokee,0027 Mineral,U.S. House,2,LIB,Christopher Clemmons,3,0,0,3,0
Cherokee,0028 Neosho-Faulkner,U.S. House,2,LIB,Christopher Clemmons,1,0,0,1,0
Cherokee,0029 Neosho-Melrose,U.S. House,2,LIB,Christopher Clemmons,1,0,0,1,0
Cherokee,0030 Pleasant View,U.S. House,2,LIB,Christopher Clemmons,7,0,2,5,0
Cherokee,0031 Ross-Belleview,U.S. House,2,LIB,Christopher Clemmons,1,0,0,1,0
Cherokee,0032 Ross-Roseland,U.S. House,2,LIB,Christopher Clemmons,8,1,0,7,0
Cherokee,0033 Ross-West Mineral,U.S. House,2,LIB,Christopher Clemmons,9,1,2,6,0
Cherokee,0034 Salamanca,U.S. House,2,LIB,Christopher Clemmons,10,0,1,8,1
Cherokee,0035 Shawnee,U.S. House,2,LIB,Christopher Clemmons,13,1,0,12,0
Cherokee,0036 Sheridan,U.S. House,2,LIB,Christopher Clemmons,2,0,1,1,0
Cherokee,0037 Spring Valley-Neutral,U.S. House,2,LIB,Christopher Clemmons,14,0,5,9,0
Cherokee,0038 Spring Valley-SV,U.S. House,2,LIB,Christopher Clemmons,4,0,0,3,1
Cherokee,0020 Cherokee,U.S. House,2,REP,Lynn Jenkins,80,3,6,71,0
Cherokee,0021 Crawford,U.S. House,2,REP,Lynn Jenkins,188,13,12,159,4
Cherokee,0022 Garden-Lowell,U.S. House,2,REP,Lynn Jenkins,434,17,21,386,10
Cherokee,0023 Garden-Stanley Mines,U.S. House,2,REP,Lynn Jenkins,127,4,8,110,5
Cherokee,0024 Lola,U.S. House,2,REP,Lynn Jenkins,72,9,8,54,1
Cherokee,0025 Lowell,U.S. House,2,REP,Lynn Jenkins,165,4,16,143,2
Cherokee,0026 Lyon-Lyon,U.S. House,2,REP,Lynn Jenkins,90,7,2,81,0
Cherokee,0027 Mineral,U.S. House,2,REP,Lynn Jenkins,62,1,6,53,2
Cherokee,0028 Neosho-Faulkner,U.S. House,2,REP,Lynn Jenkins,25,2,1,21,1
Cherokee,0029 Neosho-Melrose,U.S. House,2,REP,Lynn Jenkins,33,1,3,29,0
Cherokee,0030 Pleasant View,U.S. House,2,REP,Lynn Jenkins,164,4,10,150,0
Cherokee,0031 Ross-Belleview,U.S. House,2,REP,Lynn Jenkins,38,5,2,31,0
Cherokee,0032 Ross-Roseland,U.S. House,2,REP,Lynn Jenkins,48,3,3,42,0
Cherokee,0033 Ross-West Mineral,U.S. House,2,REP,Lynn Jenkins,39,3,2,32,2
Cherokee,0034 Salamanca,U.S. House,2,REP,Lynn Jenkins,154,8,6,140,0
Cherokee,0035 Shawnee,U.S. House,2,REP,Lynn Jenkins,138,14,11,112,1
Cherokee,0036 Sheridan,U.S. House,2,REP,Lynn Jenkins,57,5,14,38,0
Cherokee,0037 Spring Valley-Neutral,U.S. House,2,REP,Lynn Jenkins,140,8,19,111,2
Cherokee,0038 Spring Valley-SV,U.S. House,2,REP,Lynn Jenkins,110,3,6,96,5
Cherokee,0020 Cherokee,U.S. House,2,DEM,Margie Wakefield,53,0,12,41,0
Cherokee,0021 Crawford,U.S. House,2,DEM,Margie Wakefield,53,2,8,43,0
Cherokee,0022 Garden-Lowell,U.S. House,2,DEM,Margie Wakefield,188,15,39,132,2
Cherokee,0023 Garden-Stanley Mines,U.S. House,2,DEM,Margie Wakefield,47,2,5,40,0
Cherokee,0024 Lola,U.S. House,2,DEM,Margie Wakefield,18,3,6,9,0
Cherokee,0025 Lowell,U.S. House,2,DEM,Margie Wakefield,46,4,9,33,0
Cherokee,0026 Lyon-Lyon,U.S. House,2,DEM,Margie Wakefield,32,1,0,31,0
Cherokee,0027 Mineral,U.S. House,2,DEM,Margie Wakefield,11,0,0,11,0
Cherokee,0028 Neosho-Faulkner,U.S. House,2,DEM,Margie Wakefield,7,0,1,6,0
Cherokee,0029 Neosho-Melrose,U.S. House,2,DEM,Margie Wakefield,11,1,0,10,0
Cherokee,0030 Pleasant View,U.S. House,2,DEM,Margie Wakefield,43,3,8,32,0
Cherokee,0031 Ross-Belleview,U.S. House,2,DEM,Margie Wakefield,31,0,7,24,0
Cherokee,0032 Ross-Roseland,U.S. House,2,DEM,Margie Wakefield,47,2,17,28,0
Cherokee,0033 Ross-West Mineral,U.S. House,2,DEM,Margie Wakefield,37,1,10,26,0
Cherokee,0034 Salamanca,U.S. House,2,DEM,Margie Wakefield,60,10,1,49,0
Cherokee,0035 Shawnee,U.S. House,2,DEM,Margie Wakefield,34,1,6,27,0
Cherokee,0036 Sheridan,U.S. House,2,DEM,Margie Wakefield,23,3,2,18,0
Cherokee,0037 Spring Valley-Neutral,U.S. House,2,DEM,Margie Wakefield,68,4,18,46,0
Cherokee,0038 Spring Valley-SV,U.S. House,2,DEM,Margie Wakefield,29,1,1,27,0
Cherokee,0025 Lowell,U.S. House,2,,Write-ins,1,0,0,1,0
Cherokee,0020 Cherokee,Governor,,LIB,Keen A. Umbehr,3,0,0,3,0
Cherokee,0021 Crawford,Governor,,LIB,Keen A. Umbehr,4,0,1,2,1
Cherokee,0022 Garden-Lowell,Governor,,LIB,Keen A. Umbehr,28,1,1,26,0
Cherokee,0023 Garden-Stanley Mines,Governor,,LIB,Keen A. Umbehr,6,0,0,5,1
Cherokee,0024 Lola,Governor,,LIB,Keen A. Umbehr,0,0,0,0,0
Cherokee,0025 Lowell,Governor,,LIB,Keen A. Umbehr,7,0,0,7,0
Cherokee,0026 Lyon-Lyon,Governor,,LIB,Keen A. Umbehr,3,1,0,2,0
Cherokee,0027 Mineral,Governor,,LIB,Keen A. Umbehr,4,0,0,4,0
Cherokee,0028 Neosho-Faulkner,Governor,,LIB,Keen A. Umbehr,0,0,0,0,0
Cherokee,0029 Neosho-Melrose,Governor,,LIB,Keen A. Umbehr,0,0,0,0,0
Cherokee,0030 Pleasant View,Governor,,LIB,Keen A. Umbehr,8,0,0,8,0
Cherokee,0031 Ross-Belleview,Governor,,LIB,Keen A. Umbehr,1,0,0,1,0
Cherokee,0032 Ross-Roseland,Governor,,LIB,Keen A. Umbehr,4,0,0,4,0
Cherokee,0033 Ross-West Mineral,Governor,,LIB,Keen A. Umbehr,5,0,3,2,0
Cherokee,0034 Salamanca,Governor,,LIB,Keen A. Umbehr,10,0,0,9,1
Cherokee,0035 Shawnee,Governor,,LIB,Keen A. Umbehr,6,0,0,6,0
Cherokee,0036 Sheridan,Governor,,LIB,Keen A. Umbehr,3,0,2,1,0
Cherokee,0037 Spring Valley-Neutral,Governor,,LIB,Keen A. Umbehr,9,0,2,7,0
Cherokee,0038 Spring Valley-SV,Governor,,LIB,Keen A. Umbehr,6,0,0,6,0
Cherokee,0020 Cherokee,Governor,,DEM,Paul Davis,67,0,12,55,0
Cherokee,0021 Crawford,Governor,,DEM,Paul Davis,102,3,12,87,0
Cherokee,0022 Garden-Lowell,Governor,,DEM,Paul Davis,244,19,42,181,2
Cherokee,0023 Garden-Stanley Mines,Governor,,DEM,Paul Davis,60,2,3,55,0
Cherokee,0024 Lola,Governor,,DEM,Paul Davis,30,4,6,20,0
Cherokee,0025 Lowell,Governor,,DEM,Paul Davis,66,6,11,49,0
Cherokee,0026 Lyon-Lyon,Governor,,DEM,Paul Davis,38,3,0,35,0
Cherokee,0027 Mineral,Governor,,DEM,Paul Davis,16,1,0,15,0
Cherokee,0028 Neosho-Faulkner,Governor,,DEM,Paul Davis,7,0,1,6,0
Cherokee,0029 Neosho-Melrose,Governor,,DEM,Paul Davis,12,1,0,11,0
Cherokee,0030 Pleasant View,Governor,,DEM,Paul Davis,66,3,10,53,0
Cherokee,0031 Ross-Belleview,Governor,,DEM,Paul Davis,32,0,8,24,0
Cherokee,0032 Ross-Roseland,Governor,,DEM,Paul Davis,53,3,17,33,0
Cherokee,0033 Ross-West Mineral,Governor,,DEM,Paul Davis,49,4,11,33,1
Cherokee,0034 Salamanca,Governor,,DEM,Paul Davis,83,13,4,66,0
Cherokee,0035 Shawnee,Governor,,DEM,Paul Davis,48,1,8,39,0
Cherokee,0036 Sheridan,Governor,,DEM,Paul Davis,33,3,3,27,0
Cherokee,0037 Spring Valley-Neutral,Governor,,DEM,Paul Davis,92,6,20,66,0
Cherokee,0038 Spring Valley-SV,Governor,,DEM,Paul Davis,40,1,3,36,0
Cherokee,0020 Cherokee,Governor,,REP,Sam Brownback,69,3,6,60,0
Cherokee,0021 Crawford,Governor,,REP,Sam Brownback,153,12,9,128,4
Cherokee,0022 Garden-Lowell,Governor,,REP,Sam Brownback,384,13,19,342,10
Cherokee,0023 Garden-Stanley Mines,Governor,,REP,Sam Brownback,125,4,13,104,4
Cherokee,0024 Lola,Governor,,REP,Sam Brownback,64,8,8,47,1
Cherokee,0025 Lowell,Governor,,REP,Sam Brownback,149,2,14,131,2
Cherokee,0026 Lyon-Lyon,Governor,,REP,Sam Brownback,95,6,2,87,0
Cherokee,0027 Mineral,Governor,,REP,Sam Brownback,57,0,7,48,2
Cherokee,0028 Neosho-Faulkner,Governor,,REP,Sam Brownback,26,2,1,22,1
Cherokee,0029 Neosho-Melrose,Governor,,REP,Sam Brownback,33,1,3,29,0
Cherokee,0030 Pleasant View,Governor,,REP,Sam Brownback,142,5,10,127,0
Cherokee,0031 Ross-Belleview,Governor,,REP,Sam Brownback,38,5,1,32,0
Cherokee,0032 Ross-Roseland,Governor,,REP,Sam Brownback,46,3,4,39,0
Cherokee,0033 Ross-West Mineral,Governor,,REP,Sam Brownback,32,1,0,30,1
Cherokee,0034 Salamanca,Governor,,REP,Sam Brownback,133,6,4,123,0
Cherokee,0035 Shawnee,Governor,,REP,Sam Brownback,131,15,9,106,1
Cherokee,0036 Sheridan,Governor,,REP,Sam Brownback,46,5,12,29,0
Cherokee,0037 Spring Valley-Neutral,Governor,,REP,Sam Brownback,119,6,19,92,2
Cherokee,0038 Spring Valley-SV,Governor,,REP,Sam Brownback,99,3,5,85,6
Cherokee,0021 Crawford,Governor,,,Write-ins,1,0,0,1,0
Cherokee,0020 Cherokee,Insurance Commissioner,,DEM,Dennis Anderson,64,0,12,52,0
Cherokee,0021 Crawford,Insurance Commissioner,,DEM,Dennis Anderson,85,3,10,72,0
Cherokee,0022 Garden-Lowell,Insurance Commissioner,,DEM,Dennis Anderson,231,16,40,173,2
Cherokee,0023 Garden-Stanley Mines,Insurance Commissioner,,DEM,Dennis Anderson,57,2,9,46,0
Cherokee,0024 Lola,Insurance Commissioner,,DEM,Dennis Anderson,27,4,7,16,0
Cherokee,0025 Lowell,Insurance Commissioner,,DEM,Dennis Anderson,58,3,11,44,0
Cherokee,0026 Lyon-Lyon,Insurance Commissioner,,DEM,Dennis Anderson,34,2,0,32,0
Cherokee,0027 Mineral,Insurance Commissioner,,DEM,Dennis Anderson,8,0,0,8,0
Cherokee,0028 Neosho-Faulkner,Insurance Commissioner,,DEM,Dennis Anderson,9,0,1,8,0
Cherokee,0029 Neosho-Melrose,Insurance Commissioner,,DEM,Dennis Anderson,13,0,0,13,0
Cherokee,0030 Pleasant View,Insurance Commissioner,,DEM,Dennis Anderson,53,3,9,41,0
Cherokee,0031 Ross-Belleview,Insurance Commissioner,,DEM,Dennis Anderson,28,0,7,21,0
Cherokee,0032 Ross-Roseland,Insurance Commissioner,,DEM,Dennis Anderson,52,4,15,33,0
Cherokee,0033 Ross-West Mineral,Insurance Commissioner,,DEM,Dennis Anderson,47,2,13,32,0
Cherokee,0034 Salamanca,Insurance Commissioner,,DEM,Dennis Anderson,79,9,6,64,0
Cherokee,0035 Shawnee,Insurance Commissioner,,DEM,Dennis Anderson,49,0,8,41,0
Cherokee,0036 Sheridan,Insurance Commissioner,,DEM,Dennis Anderson,29,3,4,22,0
Cherokee,0037 Spring Valley-Neutral,Insurance Commissioner,,DEM,Dennis Anderson,77,5,20,52,0
Cherokee,0038 Spring Valley-SV,Insurance Commissioner,,DEM,Dennis Anderson,38,1,2,35,0
