county,precinct,office,district,party,candidate,poll
Rice,Pioneer,U.S. Senate,,L,Randall Batson,1
Rice,Raymond,U.S. Senate,,L,Randall Batson,1
Rice,Rockville,U.S. Senate,,L,Randall Batson,0
Rice,STERING,U.S. Senate,,L,Randall Batson,1
Rice,STERLING EAST,U.S. Senate,,L,Randall Batson,16
Rice,STERLING WEST,U.S. Senate,,L,Randall Batson,8
Rice,UNION,U.S. Senate,,L,Randall Batson,12
Rice,VALLEY,U.S. Senate,,L,Randall Batson,1
Rice,VICTORIA,U.S. Senate,,L,Randall Batson,7
Rice,WASH E,U.S. Senate,,L,Randall Batson,2
Rice,WASH W,U.S. Senate,,L,Randall Batson,1
Rice,WILSON,U.S. Senate,,L,Randall Batson,3
Rice,Advance,Attorney General,,D,A.J. Kotich,142
Rice,Provisional,Attorney General,,D,A.J. Kotich,14
Rice,Advance,Attorney General,,R,Derek Schmidt,520
Rice,Provisional,Attorney General,,R,Derek Schmidt,28
Rice,Advance,U.S. House,,D,James E. Sherow,232
Rice,Provisional,U.S. House,,D,James E. Sherow,13
Rice,Advance,U.S. House,,R,Tim Huelskamp,432
Rice,Provisional,U.S. House,,R,Tim Huelskamp,28
Rice,Advance,Governor,,L,Keen A. Umbehr,15
Rice,Provisional,Governor,,L,Keen A. Umbehr,2
Rice,Advance,Governor,,D,Paul Davis,261
Rice,Provisional,Governor,,D,Paul Davis,13
Rice,Advance,Governor,,R,Sam Brownback,395
Rice,Provisional,Governor,,R,Sam Brownback,28
Rice,Advance,Insurance Commissioner,,D,Dennis Anderson,175
Rice,Provisional,Insurance Commissioner,,D,Dennis Anderson,15
Rice,Advance,Insurance Commissioner,,R,Ken Selzer,481
Rice,Provisional,Insurance Commissioner,,R,Ken Selzer,27
Rice,Advance,Secretary of State,,D,Jean Kurtis Shodorf,230
Rice,Provisional,Secretary of State,,D,Jean Kurtis Shodorf,17
Rice,Advance,Secretary of State,,R,Kris Kobach,439
Rice,Provisional,Secretary of State,,R,Kris Kobach,25
Rice,Advance,State House,108,R,Steven Johnson,86
Rice,Provisional,State House,108,R,Steven Johnson,11
Rice,Advance,State House,109,R,Jeremy Dannebohm,325
Rice,Provisional,State House,109,R,Jeremy Dannebohm,21
Rice,Advance,State House,114,R,Jack Thimesch,114
Rice,Provisional,State House,114,R,Jack Thimesch,6
Rice,Advance,State House,114,D,Mark Schnittker,59
Rice,Provisional,State House,114,D,Mark Schnittker,3
Rice,Advance,State Senate,35,R,Richard Wilborn,468
Rice,Provisional,State Senate,35,R,Richard Wilborn,31
Rice,Advance,State Treasurer,,D,Carmen Alldritt,148
Rice,Provisional,State Treasurer,,D,Carmen Alldritt,13
Rice,Advance,State Treasurer,,R,Ron Estes,510
Rice,Provisional,State Treasurer,,R,Ron Estes,29
Rice,Advance,U.S. Senate,,R,Pat Roberts,416
Rice,Provisional,U.S. Senate,,R,Pat Roberts,27
Rice,Advance,U.S. Senate,,I,Greg Orman,230
Rice,Provisional,U.S. Senate,,I,Greg Orman,12
Rice,Advance,U.S. Senate,,L,Randall Batson,25
Rice,Provisional,U.S. Senate,,L,Randall Batson,3
