county,precinct,office,district,party,candidate,votes,ADV,ED,PROV
Crawford,27 Lone Star,U.S. House,2,D,Margie Wakefield,177,31,141,5
Crawford,28 McCune,U.S. House,2,D,Margie Wakefield,47,6,40,1
Crawford,29 Mulberry W1,U.S. House,2,D,Margie Wakefield,13,0,13,0
Crawford,30 Mulberry W2,U.S. House,2,D,Margie Wakefield,16,3,13,0
Crawford,31 North Arma,U.S. House,2,D,Margie Wakefield,101,28,71,2
Crawford,32 Opolis,U.S. House,2,D,Margie Wakefield,48,11,35,2
Crawford,33 Osage-McCune,U.S. House,2,D,Margie Wakefield,26,3,23,0
Crawford,34 Parkview,U.S. House,2,D,Margie Wakefield,47,11,34,2
Crawford,35 Parkview,U.S. House,2,D,Margie Wakefield,45,13,27,5
Crawford,36 Pittsburg W1P1,U.S. House,2,D,Margie Wakefield,68,17,45,6
Crawford,37 Pittsburg W1P2,U.S. House,2,D,Margie Wakefield,166,41,116,9
Crawford,38 Pittsburg W1P3,U.S. House,2,D,Margie Wakefield,358,109,239,10
Crawford,39 Pittsburg W2P1,U.S. House,2,D,Margie Wakefield,66,13,50,3
Crawford,40 Pittsburg W2P2,U.S. House,2,D,Margie Wakefield,107,30,74,3
Crawford,41 Pittsburg W2P3,U.S. House,2,D,Margie Wakefield,139,39,95,5
Crawford,42 Pittsburg W2P4,U.S. House,2,D,Margie Wakefield,91,24,66,1
Crawford,43 Pittsburg W2P5,U.S. House,2,D,Margie Wakefield,108,27,71,10
Crawford,44 Pittsburg W3P1,U.S. House,2,D,Margie Wakefield,96,18,72,6
Crawford,45 Pittsburg W3P2,U.S. House,2,D,Margie Wakefield,106,29,74,3
Crawford,46 Pittsburg W4P1,U.S. House,2,D,Margie Wakefield,45,6,37,2
Crawford,47 Pittsburg W4P2,U.S. House,2,D,Margie Wakefield,82,30,48,4
Crawford,48 Pittsburg W4P3,U.S. House,2,D,Margie Wakefield,146,47,95,4
Crawford,49 Pittsburg W4P4,U.S. House,2,D,Margie Wakefield,71,16,52,3
Crawford,50 Pittsburg W4P5,U.S. House,2,D,Margie Wakefield,185,49,133,3
Crawford,51 Pittsburg W4P6,U.S. House,2,D,Margie Wakefield,21,3,18,0
Crawford,52 Raymond,U.S. House,2,D,Margie Wakefield,93,26,66,1
Crawford,53 Sheridan-Cherokee,U.S. House,2,D,Margie Wakefield,18,1,16,1
Crawford,54 Sheridan,U.S. House,2,D,Margie Wakefield,19,2,17,0
Crawford,55 Sherman,U.S. House,2,D,Margie Wakefield,74,13,61,0
Crawford,56 Smelter,U.S. House,2,D,Margie Wakefield,87,26,59,2
Crawford,57 South Arma,U.S. House,2,D,Margie Wakefield,120,36,80,4
Crawford,58 Walnut,U.S. House,2,D,Margie Wakefield,8,2,6,0
Crawford,59 Walnut twp,U.S. House,2,D,Margie Wakefield,1,0,1,0
Crawford,60 Walnut twp,U.S. House,2,D,Margie Wakefield,5,0,4,1
Crawford,61 Walnut-Hepler,U.S. House,2,D,Margie Wakefield,1,0,1,0
Crawford,62 Walnut-Hepler,U.S. House,2,D,Margie Wakefield,8,0,8,0
Crawford,09 Chicopee,U.S. House,2,,writeins,1,0,1,0
Crawford,15 Frontenac W2,U.S. House,2,,writeins,2,0,2,0
Crawford,27 Lone Star,U.S. House,2,,writeins,1,0,1,0
Crawford,31 North Arma,U.S. House,2,,writeins,1,1,0,0
Crawford,32 Opolis,U.S. House,2,,writeins,2,0,2,0
Crawford,37 Pittsburg W1P2,U.S. House,2,,writeins,4,0,4,0
Crawford,40 Pittsburg W2P2,U.S. House,2,,writeins,1,0,1,0
Crawford,45 Pittsburg W3P2,U.S. House,2,,writeins,1,1,0,0
Crawford,46 Pittsburg W4P1,U.S. House,2,,writeins,1,0,1,0
Crawford,47 Pittsburg W4P2,U.S. House,2,,writeins,2,0,2,0
Crawford,48 Pittsburg W4P3,U.S. House,2,,writeins,1,0,1,0
Crawford,56 Smelter,U.S. House,2,,writeins,1,0,1,0
Crawford,01 Arcadia,Governor,,L,Keen Umbehr,6,1,5,0
Crawford,02 Baker,Governor,,L,Keen Umbehr,12,3,9,0
Crawford,03 Beulah,Governor,,L,Keen Umbehr,2,0,2,0
Crawford,04 Brazilton,Governor,,L,Keen Umbehr,3,0,3,0
Crawford,05 Capaldo,Governor,,L,Keen Umbehr,0,0,0,
Crawford,06 Capaldo,Governor,,L,Keen Umbehr,5,1,4,0
Crawford,07 Cherokee,Governor,,L,Keen Umbehr,9,2,7,0
Crawford,08 Cherokee-Sheridan,Governor,,L,Keen Umbehr,6,0,6,0
Crawford,09 Chicopee,Governor,,L,Keen Umbehr,4,0,4,0
Crawford,10 Crawford,Governor,,L,Keen Umbehr,10,0,10,0
Crawford,11 Crowe,Governor,,L,Keen Umbehr,4,2,2,0
Crawford,12 Franklin,Governor,,L,Keen Umbehr,5,0,5,0
Crawford,13 Franklin,Governor,,L,Keen Umbehr,0,0,0,
Crawford,14 Frontenac W1,Governor,,L,Keen Umbehr,7,0,6,1
Crawford,15 Frontenac W2,Governor,,L,Keen Umbehr,11,2,9,0
Crawford,16 Frontenac W3,Governor,,L,Keen Umbehr,10,1,9,0
Crawford,17 Frontenac W4,Governor,,L,Keen Umbehr,4,0,3,1
Crawford,18 Girard W1,Governor,,L,Keen Umbehr,6,0,6,0
Crawford,19 Girard W2,Governor,,L,Keen Umbehr,8,0,8,0
Crawford,20 Girard W3,Governor,,L,Keen Umbehr,7,2,5,0
Crawford,21 Girard W4,Governor,,L,Keen Umbehr,13,2,10,1
Crawford,22 Grant,Governor,,L,Keen Umbehr,3,0,3,0
Crawford,23 Hepler,Governor,,L,Keen Umbehr,1,0,1,0
Crawford,24 Lincoln,Governor,,L,Keen Umbehr,5,1,4,0
Crawford,25 Lincoln,Governor,,L,Keen Umbehr,0,0,0,
Crawford,26 Lincoln-Arcadia,Governor,,L,Keen Umbehr,2,0,2,0
Crawford,27 Lone Star,Governor,,L,Keen Umbehr,13,0,12,1
Crawford,28 McCune,Governor,,L,Keen Umbehr,10,0,10,0
Crawford,29 Mulberry W1,Governor,,L,Keen Umbehr,2,0,2,0
Crawford,30 Mulberry W2,Governor,,L,Keen Umbehr,3,0,3,0
Crawford,31 North Arma,Governor,,L,Keen Umbehr,2,0,1,1
Crawford,32 Opolis,Governor,,L,Keen Umbehr,1,1,0,0
Crawford,33 Osage-McCune,Governor,,L,Keen Umbehr,3,0,3,0
Crawford,34 Parkview,Governor,,L,Keen Umbehr,3,0,3,0
Crawford,35 Parkview,Governor,,L,Keen Umbehr,4,0,4,0
Crawford,36 Pittsburg W1P1,Governor,,L,Keen Umbehr,7,1,5,1
Crawford,37 Pittsburg W1P2,Governor,,L,Keen Umbehr,6,0,4,2
Crawford,38 Pittsburg W1P3,Governor,,L,Keen Umbehr,25,4,20,1
Crawford,39 Pittsburg W2P1,Governor,,L,Keen Umbehr,5,0,5,0
Crawford,40 Pittsburg W2P2,Governor,,L,Keen Umbehr,5,0,3,2
Crawford,41 Pittsburg W2P3,Governor,,L,Keen Umbehr,8,1,7,0
Crawford,42 Pittsburg W2P4,Governor,,L,Keen Umbehr,4,2,2,0
Crawford,43 Pittsburg W2P5,Governor,,L,Keen Umbehr,5,1,3,1
Crawford,44 Pittsburg W3P1,Governor,,L,Keen Umbehr,8,0,8,0
Crawford,45 Pittsburg W3P2,Governor,,L,Keen Umbehr,11,1,10,0
Crawford,46 Pittsburg W4P1,Governor,,L,Keen Umbehr,2,1,1,0
Crawford,47 Pittsburg W4P2,Governor,,L,Keen Umbehr,5,0,5,0
Crawford,48 Pittsburg W4P3,Governor,,L,Keen Umbehr,12,0,10,2
Crawford,49 Pittsburg W4P4,Governor,,L,Keen Umbehr,6,0,5,1
Crawford,50 Pittsburg W4P5,Governor,,L,Keen Umbehr,10,3,7,0
Crawford,51 Pittsburg W4P6,Governor,,L,Keen Umbehr,0,0,0,
Crawford,52 Raymond,Governor,,L,Keen Umbehr,9,0,9,0
Crawford,53 Sheridan-Cherokee,Governor,,L,Keen Umbehr,6,1,5,0
Crawford,54 Sheridan,Governor,,L,Keen Umbehr,4,0,4,0
Crawford,55 Sherman,Governor,,L,Keen Umbehr,8,1,7,0
Crawford,56 Smelter,Governor,,L,Keen Umbehr,7,2,5,0
Crawford,57 South Arma,Governor,,L,Keen Umbehr,13,2,11,0
Crawford,58 Walnut,Governor,,L,Keen Umbehr,3,1,2,0
Crawford,59 Walnut twp,Governor,,L,Keen Umbehr,0,0,0,
Crawford,60 Walnut twp,Governor,,L,Keen Umbehr,0,0,0,
Crawford,61 Walnut-Hepler,Governor,,L,Keen Umbehr,1,0,1,0
Crawford,62 Walnut-Hepler,Governor,,L,Keen Umbehr,2,0,2,0
Crawford,01 Arcadia,Governor,,D,Paul Davis,53,16,33,4
Crawford,02 Baker,Governor,,D,Paul Davis,192,40,142,10
Crawford,03 Beulah,Governor,,D,Paul Davis,45,8,36,1
Crawford,04 Brazilton,Governor,,D,Paul Davis,12,0,11,1
Crawford,05 Capaldo,Governor,,D,Paul Davis,13,1,12,0
Crawford,06 Capaldo,Governor,,D,Paul Davis,85,19,65,1
Crawford,07 Cherokee,Governor,,D,Paul Davis,89,7,80,2
Crawford,08 Cherokee-Sheridan,Governor,,D,Paul Davis,57,5,52,0
Crawford,09 Chicopee,Governor,,D,Paul Davis,125,23,98,4
Crawford,10 Crawford,Governor,,D,Paul Davis,59,7,49,3
Crawford,11 Crowe,Governor,,D,Paul Davis,42,11,30,1
Crawford,12 Franklin,Governor,,D,Paul Davis,73,20,50,3
Crawford,13 Franklin,Governor,,D,Paul Davis,4,0,4,0
Crawford,14 Frontenac W1,Governor,,D,Paul Davis,204,60,137,7
Crawford,15 Frontenac W2,Governor,,D,Paul Davis,302,60,237,5
Crawford,16 Frontenac W3,Governor,,D,Paul Davis,116,24,89,3
Crawford,17 Frontenac W4,Governor,,D,Paul Davis,96,29,65,2
Crawford,18 Girard W1,Governor,,D,Paul Davis,42,7,35,0
Crawford,19 Girard W2,Governor,,D,Paul Davis,133,24,109,0
Crawford,20 Girard W3,Governor,,D,Paul Davis,108,20,86,2
Crawford,21 Girard W4,Governor,,D,Paul Davis,116,19,95,2
Crawford,22 Grant,Governor,,D,Paul Davis,45,6,39,0
Crawford,23 Hepler,Governor,,D,Paul Davis,22,4,17,1
Crawford,24 Lincoln,Governor,,D,Paul Davis,56,13,42,1
Crawford,25 Lincoln,Governor,,D,Paul Davis,1,0,1,0
Crawford,26 Lincoln-Arcadia,Governor,,D,Paul Davis,19,5,14,0
Crawford,27 Lone Star,Governor,,D,Paul Davis,233,40,189,4
Crawford,28 McCune,Governor,,D,Paul Davis,61,7,52,2
Crawford,29 Mulberry W1,Governor,,D,Paul Davis,26,0,26,0
Crawford,30 Mulberry W2,Governor,,D,Paul Davis,19,6,13,0
Crawford,31 North Arma,Governor,,D,Paul Davis,122,30,90,2
Crawford,32 Opolis,Governor,,D,Paul Davis,69,13,54,2
Crawford,33 Osage-McCune,Governor,,D,Paul Davis,45,6,39,0
Crawford,34 Parkview,Governor,,D,Paul Davis,55,16,37,2
Crawford,35 Parkview,Governor,,D,Paul Davis,50,14,30,6
Crawford,36 Pittsburg W1P1,Governor,,D,Paul Davis,84,18,58,8
Crawford,37 Pittsburg W1P2,Governor,,D,Paul Davis,211,50,151,10
Crawford,38 Pittsburg W1P3,Governor,,D,Paul Davis,450,123,317,10
Crawford,39 Pittsburg W2P1,Governor,,D,Paul Davis,90,13,74,3
Crawford,40 Pittsburg W2P2,Governor,,D,Paul Davis,128,33,90,5
Crawford,41 Pittsburg W2P3,Governor,,D,Paul Davis,160,40,114,6
Crawford,42 Pittsburg W2P4,Governor,,D,Paul Davis,114,29,84,1
Crawford,43 Pittsburg W2P5,Governor,,D,Paul Davis,143,27,107,9
Crawford,44 Pittsburg W3P1,Governor,,D,Paul Davis,110,19,86,5
Crawford,45 Pittsburg W3P2,Governor,,D,Paul Davis,131,33,94,4
Crawford,46 Pittsburg W4P1,Governor,,D,Paul Davis,56,8,44,4
Crawford,47 Pittsburg W4P2,Governor,,D,Paul Davis,103,31,67,5
Crawford,48 Pittsburg W4P3,Governor,,D,Paul Davis,192,53,132,7
Crawford,49 Pittsburg W4P4,Governor,,D,Paul Davis,87,20,61,6
Crawford,50 Pittsburg W4P5,Governor,,D,Paul Davis,253,53,196,4
Crawford,51 Pittsburg W4P6,Governor,,D,Paul Davis,29,7,22,0
Crawford,52 Raymond,Governor,,D,Paul Davis,142,28,111,3
Crawford,53 Sheridan-Cherokee,Governor,,D,Paul Davis,22,1,20,1
Crawford,54 Sheridan,Governor,,D,Paul Davis,19,1,18,0
Crawford,55 Sherman,Governor,,D,Paul Davis,105,17,87,1
Crawford,56 Smelter,Governor,,D,Paul Davis,114,29,83,2
Crawford,57 South Arma,Governor,,D,Paul Davis,159,41,113,5
Crawford,58 Walnut,Governor,,D,Paul Davis,22,2,20,0
Crawford,59 Walnut twp,Governor,,D,Paul Davis,2,0,2,0
Crawford,60 Walnut twp,Governor,,D,Paul Davis,7,0,5,2
Crawford,61 Walnut-Hepler,Governor,,D,Paul Davis,1,0,1,0
Crawford,62 Walnut-Hepler,Governor,,D,Paul Davis,9,1,8,0
Crawford,01 Arcadia,Governor,,R,Sam Brownback,39,5,34,0
Crawford,02 Baker,Governor,,R,Sam Brownback,197,16,174,7
Crawford,03 Beulah,Governor,,R,Sam Brownback,45,6,38,1
Crawford,04 Brazilton,Governor,,R,Sam Brownback,15,2,13,0
Crawford,05 Capaldo,Governor,,R,Sam Brownback,7,1,6,0
Crawford,06 Capaldo,Governor,,R,Sam Brownback,59,10,49,0
Crawford,07 Cherokee,Governor,,R,Sam Brownback,93,7,81,5
Crawford,08 Cherokee-Sheridan,Governor,,R,Sam Brownback,60,4,55,1
Crawford,09 Chicopee,Governor,,R,Sam Brownback,111,20,90,1
Crawford,10 Crawford,Governor,,R,Sam Brownback,100,8,91,1
Crawford,11 Crowe,Governor,,R,Sam Brownback,35,3,31,1
Crawford,12 Franklin,Governor,,R,Sam Brownback,54,5,47,2
Crawford,13 Franklin,Governor,,R,Sam Brownback,2,1,1,0
Crawford,14 Frontenac W1,Governor,,R,Sam Brownback,93,17,71,5
Crawford,15 Frontenac W2,Governor,,R,Sam Brownback,144,33,106,5
Crawford,16 Frontenac W3,Governor,,R,Sam Brownback,56,4,50,2
Crawford,17 Frontenac W4,Governor,,R,Sam Brownback,39,3,35,1
Crawford,18 Girard W1,Governor,,R,Sam Brownback,34,2,32,0
Crawford,19 Girard W2,Governor,,R,Sam Brownback,125,24,99,2
Crawford,20 Girard W3,Governor,,R,Sam Brownback,55,5,47,3
Crawford,21 Girard W4,Governor,,R,Sam Brownback,118,20,94,4
Crawford,22 Grant,Governor,,R,Sam Brownback,65,6,59,0
Crawford,23 Hepler,Governor,,R,Sam Brownback,10,0,9,1
Crawford,24 Lincoln,Governor,,R,Sam Brownback,63,7,56,0
Crawford,25 Lincoln,Governor,,R,Sam Brownback,4,0,4,0
Crawford,26 Lincoln-Arcadia,Governor,,R,Sam Brownback,11,1,9,1
Crawford,27 Lone Star,Governor,,R,Sam Brownback,202,17,182,3
Crawford,28 McCune,Governor,,R,Sam Brownback,50,6,43,1
Crawford,29 Mulberry W1,Governor,,R,Sam Brownback,23,4,19,0
Crawford,30 Mulberry W2,Governor,,R,Sam Brownback,26,1,25,0
Crawford,31 North Arma,Governor,,R,Sam Brownback,120,17,102,1
Crawford,32 Opolis,Governor,,R,Sam Brownback,65,8,56,1
Crawford,33 Osage-McCune,Governor,,R,Sam Brownback,116,8,108,0
Crawford,34 Parkview,Governor,,R,Sam Brownback,20,0,18,2
Crawford,35 Parkview,Governor,,R,Sam Brownback,40,3,36,1
Crawford,36 Pittsburg W1P1,Governor,,R,Sam Brownback,90,12,74,4
Crawford,37 Pittsburg W1P2,Governor,,R,Sam Brownback,147,16,130,1
Crawford,38 Pittsburg W1P3,Governor,,R,Sam Brownback,393,61,325,7
Crawford,39 Pittsburg W2P1,Governor,,R,Sam Brownback,55,4,50,1
Crawford,40 Pittsburg W2P2,Governor,,R,Sam Brownback,85,8,76,1
Crawford,41 Pittsburg W2P3,Governor,,R,Sam Brownback,84,15,66,3
Crawford,42 Pittsburg W2P4,Governor,,R,Sam Brownback,97,11,83,3
Crawford,43 Pittsburg W2P5,Governor,,R,Sam Brownback,146,20,121,5
Crawford,44 Pittsburg W3P1,Governor,,R,Sam Brownback,85,12,67,6
Crawford,45 Pittsburg W3P2,Governor,,R,Sam Brownback,100,14,82,4
Crawford,46 Pittsburg W4P1,Governor,,R,Sam Brownback,27,4,22,1
Crawford,47 Pittsburg W4P2,Governor,,R,Sam Brownback,48,10,29,9
Crawford,48 Pittsburg W4P3,Governor,,R,Sam Brownback,121,14,104,3
Crawford,49 Pittsburg W4P4,Governor,,R,Sam Brownback,53,7,42,4
Crawford,50 Pittsburg W4P5,Governor,,R,Sam Brownback,227,38,185,4
Crawford,51 Pittsburg W4P6,Governor,,R,Sam Brownback,49,4,45,0
Crawford,52 Raymond,Governor,,R,Sam Brownback,127,18,106,3
Crawford,53 Sheridan-Cherokee,Governor,,R,Sam Brownback,15,1,14,0
Crawford,54 Sheridan,Governor,,R,Sam Brownback,21,2,19,0
Crawford,55 Sherman,Governor,,R,Sam Brownback,114,5,108,1
Crawford,56 Smelter,Governor,,R,Sam Brownback,130,6,122,2
Crawford,57 South Arma,Governor,,R,Sam Brownback,103,16,86,1
Crawford,58 Walnut,Governor,,R,Sam Brownback,22,2,20,0
Crawford,59 Walnut twp,Governor,,R,Sam Brownback,0,0,0,
Crawford,60 Walnut twp,Governor,,R,Sam Brownback,9,0,9,0
Crawford,61 Walnut-Hepler,Governor,,R,Sam Brownback,0,0,0,
Crawford,62 Walnut-Hepler,Governor,,R,Sam Brownback,8,1,7,0
Crawford,02 Baker,Governor,,,writeins,2,0,2,0
Crawford,15 Frontenac W2,Governor,,,writeins,1,0,1,0
Crawford,27 Lone Star,Governor,,,writeins,1,0,1,0
Crawford,43 Pittsburg W2P5,Governor,,,writeins,1,0,1,0
Crawford,50 Pittsburg W4P5,Governor,,,writeins,1,0,0,1
Crawford,01 Arcadia,Insurance Commissioner,,D,Dennis Anderson,57,16,39,2
Crawford,02 Baker,Insurance Commissioner,,D,Dennis Anderson,157,41,108,8
Crawford,03 Beulah,Insurance Commissioner,,D,Dennis Anderson,30,5,25,0
Crawford,04 Brazilton,Insurance Commissioner,,D,Dennis Anderson,6,0,5,1
Crawford,05 Capaldo,Insurance Commissioner,,D,Dennis Anderson,9,1,8,0
Crawford,06 Capaldo,Insurance Commissioner,,D,Dennis Anderson,72,17,54,1
Crawford,07 Cherokee,Insurance Commissioner,,D,Dennis Anderson,85,7,76,2
Crawford,08 Cherokee-Sheridan,Insurance Commissioner,,D,Dennis Anderson,45,3,42,0
Crawford,09 Chicopee,Insurance Commissioner,,D,Dennis Anderson,91,20,68,3
Crawford,10 Crawford,Insurance Commissioner,,D,Dennis Anderson,31,3,27,1
Crawford,11 Crowe,Insurance Commissioner,,D,Dennis Anderson,40,13,25,2
Crawford,12 Franklin,Insurance Commissioner,,D,Dennis Anderson,68,19,46,3
Crawford,13 Franklin,Insurance Commissioner,,D,Dennis Anderson,3,0,3,0
Crawford,14 Frontenac W1,Insurance Commissioner,,D,Dennis Anderson,174,58,110,6
Crawford,15 Frontenac W2,Insurance Commissioner,,D,Dennis Anderson,266,54,207,5
Crawford,16 Frontenac W3,Insurance Commissioner,,D,Dennis Anderson,97,22,73,2
Crawford,17 Frontenac W4,Insurance Commissioner,,D,Dennis Anderson,81,25,54,2
Crawford,18 Girard W1,Insurance Commissioner,,D,Dennis Anderson,39,6,33,0
Crawford,19 Girard W2,Insurance Commissioner,,D,Dennis Anderson,114,24,90,0
Crawford,20 Girard W3,Insurance Commissioner,,D,Dennis Anderson,92,18,72,2
Crawford,21 Girard W4,Insurance Commissioner,,D,Dennis Anderson,99,16,81,2
Crawford,22 Grant,Insurance Commissioner,,D,Dennis Anderson,37,6,31,0
Crawford,23 Hepler,Insurance Commissioner,,D,Dennis Anderson,19,4,13,2
Crawford,24 Lincoln,Insurance Commissioner,,D,Dennis Anderson,53,14,38,1
Crawford,25 Lincoln,Insurance Commissioner,,D,Dennis Anderson,0,0,0,
Crawford,26 Lincoln-Arcadia,Insurance Commissioner,,D,Dennis Anderson,22,5,17,0
Crawford,27 Lone Star,Insurance Commissioner,,D,Dennis Anderson,187,34,149,4
Crawford,28 McCune,Insurance Commissioner,,D,Dennis Anderson,58,8,48,2
Crawford,29 Mulberry W1,Insurance Commissioner,,D,Dennis Anderson,28,0,28,0
Crawford,30 Mulberry W2,Insurance Commissioner,,D,Dennis Anderson,19,5,14,0
Crawford,31 North Arma,Insurance Commissioner,,D,Dennis Anderson,112,30,80,2
Crawford,32 Opolis,Insurance Commissioner,,D,Dennis Anderson,50,11,37,2
Crawford,33 Osage-McCune,Insurance Commissioner,,D,Dennis Anderson,35,5,30,0
Crawford,34 Parkview,Insurance Commissioner,,D,Dennis Anderson,46,13,31,2
Crawford,35 Parkview,Insurance Commissioner,,D,Dennis Anderson,51,13,32,6
Crawford,36 Pittsburg W1P1,Insurance Commissioner,,D,Dennis Anderson,73,18,50,5
Crawford,37 Pittsburg W1P2,Insurance Commissioner,,D,Dennis Anderson,175,43,123,9
Crawford,38 Pittsburg W1P3,Insurance Commissioner,,D,Dennis Anderson,388,112,264,12
Crawford,39 Pittsburg W2P1,Insurance Commissioner,,D,Dennis Anderson,82,12,67,3
Crawford,40 Pittsburg W2P2,Insurance Commissioner,,D,Dennis Anderson,114,31,78,5
Crawford,41 Pittsburg W2P3,Insurance Commissioner,,D,Dennis Anderson,139,40,93,6
Crawford,42 Pittsburg W2P4,Insurance Commissioner,,D,Dennis Anderson,95,26,67,2
Crawford,43 Pittsburg W2P5,Insurance Commissioner,,D,Dennis Anderson,110,28,75,7
Crawford,44 Pittsburg W3P1,Insurance Commissioner,,D,Dennis Anderson,104,18,80,6
Crawford,45 Pittsburg W3P2,Insurance Commissioner,,D,Dennis Anderson,119,31,83,5
Crawford,46 Pittsburg W4P1,Insurance Commissioner,,D,Dennis Anderson,52,10,39,3
Crawford,47 Pittsburg W4P2,Insurance Commissioner,,D,Dennis Anderson,94,30,57,7
Crawford,48 Pittsburg W4P3,Insurance Commissioner,,D,Dennis Anderson,173,47,120,6
Crawford,49 Pittsburg W4P4,Insurance Commissioner,,D,Dennis Anderson,82,20,58,4
Crawford,50 Pittsburg W4P5,Insurance Commissioner,,D,Dennis Anderson,198,50,146,2
Crawford,51 Pittsburg W4P6,Insurance Commissioner,,D,Dennis Anderson,27,7,20,0
Crawford,52 Raymond,Insurance Commissioner,,D,Dennis Anderson,99,26,71,2
Crawford,53 Sheridan-Cherokee,Insurance Commissioner,,D,Dennis Anderson,24,2,21,1
Crawford,54 Sheridan,Insurance Commissioner,,D,Dennis Anderson,23,2,21,0
Crawford,55 Sherman,Insurance Commissioner,,D,Dennis Anderson,81,14,67,0
Crawford,56 Smelter,Insurance Commissioner,,D,Dennis Anderson,94,27,65,2
Crawford,57 South Arma,Insurance Commissioner,,D,Dennis Anderson,146,43,99,4
Crawford,58 Walnut,Insurance Commissioner,,D,Dennis Anderson,19,3,16,0
Crawford,59 Walnut twp,Insurance Commissioner,,D,Dennis Anderson,1,0,1,0
Crawford,60 Walnut twp,Insurance Commissioner,,D,Dennis Anderson,4,0,4,0
Crawford,61 Walnut-Hepler,Insurance Commissioner,,D,Dennis Anderson,1,0,1,0
Crawford,62 Walnut-Hepler,Insurance Commissioner,,D,Dennis Anderson,6,0,6,0
Crawford,01 Arcadia,Insurance Commissioner,,R,Ken Selzer,41,6,34,1
Crawford,02 Baker,Insurance Commissioner,,R,Ken Selzer,228,16,204,8
Crawford,03 Beulah,Insurance Commissioner,,R,Ken Selzer,55,9,44,2
Crawford,04 Brazilton,Insurance Commissioner,,R,Ken Selzer,24,2,22,0
Crawford,05 Capaldo,Insurance Commissioner,,R,Ken Selzer,12,1,11,0
Crawford,06 Capaldo,Insurance Commissioner,,R,Ken Selzer,72,12,60,0
Crawford,07 Cherokee,Insurance Commissioner,,R,Ken Selzer,100,7,88,5
Crawford,08 Cherokee-Sheridan,Insurance Commissioner,,R,Ken Selzer,75,5,69,1
Crawford,09 Chicopee,Insurance Commissioner,,R,Ken Selzer,139,21,116,2
Crawford,10 Crawford,Insurance Commissioner,,R,Ken Selzer,133,12,118,3
Crawford,11 Crowe,Insurance Commissioner,,R,Ken Selzer,40,3,37,0
Crawford,12 Franklin,Insurance Commissioner,,R,Ken Selzer,61,5,54,2
Crawford,13 Franklin,Insurance Commissioner,,R,Ken Selzer,3,1,2,0
Crawford,14 Frontenac W1,Insurance Commissioner,,R,Ken Selzer,114,17,93,4
Crawford,15 Frontenac W2,Insurance Commissioner,,R,Ken Selzer,176,33,137,6
Crawford,16 Frontenac W3,Insurance Commissioner,,R,Ken Selzer,75,5,67,3
Crawford,17 Frontenac W4,Insurance Commissioner,,R,Ken Selzer,55,8,46,1
Crawford,18 Girard W1,Insurance Commissioner,,R,Ken Selzer,40,2,38,0
Crawford,19 Girard W2,Insurance Commissioner,,R,Ken Selzer,136,22,112,2
Crawford,20 Girard W3,Insurance Commissioner,,R,Ken Selzer,75,9,63,3
Crawford,21 Girard W4,Insurance Commissioner,,R,Ken Selzer,138,21,112,5
Crawford,22 Grant,Insurance Commissioner,,R,Ken Selzer,67,5,62,0
Crawford,23 Hepler,Insurance Commissioner,,R,Ken Selzer,14,0,14,0
Crawford,24 Lincoln,Insurance Commissioner,,R,Ken Selzer,70,7,63,0
Crawford,25 Lincoln,Insurance Commissioner,,R,Ken Selzer,4,0,4,0
Crawford,26 Lincoln-Arcadia,Insurance Commissioner,,R,Ken Selzer,9,1,7,1
Crawford,27 Lone Star,Insurance Commissioner,,R,Ken Selzer,249,22,223,4
Crawford,28 McCune,Insurance Commissioner,,R,Ken Selzer,57,4,52,1
Crawford,29 Mulberry W1,Insurance Commissioner,,R,Ken Selzer,22,3,19,0
Crawford,30 Mulberry W2,Insurance Commissioner,,R,Ken Selzer,25,1,24,0
Crawford,31 North Arma,Insurance Commissioner,,R,Ken Selzer,121,14,105,2
Crawford,32 Opolis,Insurance Commissioner,,R,Ken Selzer,84,11,72,1
Crawford,33 Osage-McCune,Insurance Commissioner,,R,Ken Selzer,126,9,117,0
Crawford,34 Parkview,Insurance Commissioner,,R,Ken Selzer,30,2,26,2
Crawford,35 Parkview,Insurance Commissioner,,R,Ken Selzer,38,4,33,1
Crawford,36 Pittsburg W1P1,Insurance Commissioner,,R,Ken Selzer,96,13,76,7
Crawford,37 Pittsburg W1P2,Insurance Commissioner,,R,Ken Selzer,182,22,156,4
Crawford,38 Pittsburg W1P3,Insurance Commissioner,,R,Ken Selzer,447,71,369,7
Crawford,39 Pittsburg W2P1,Insurance Commissioner,,R,Ken Selzer,63,5,57,1
Crawford,40 Pittsburg W2P2,Insurance Commissioner,,R,Ken Selzer,98,9,86,3
Crawford,41 Pittsburg W2P3,Insurance Commissioner,,R,Ken Selzer,107,16,88,3
Crawford,42 Pittsburg W2P4,Insurance Commissioner,,R,Ken Selzer,117,15,100,2
Crawford,43 Pittsburg W2P5,Insurance Commissioner,,R,Ken Selzer,170,18,147,5
Crawford,44 Pittsburg W3P1,Insurance Commissioner,,R,Ken Selzer,93,11,76,6
Crawford,45 Pittsburg W3P2,Insurance Commissioner,,R,Ken Selzer,113,17,93,3
Crawford,46 Pittsburg W4P1,Insurance Commissioner,,R,Ken Selzer,31,3,26,2
Crawford,47 Pittsburg W4P2,Insurance Commissioner,,R,Ken Selzer,52,10,36,6
