COUNTY,PRECINCT,,,,,VOTES
Montgomery,CANEY W4P1,Attorney,,D,AJ Kotich,11
Montgomery,CANEY W4P2,Attorney,,D,AJ Kotich,0
Montgomery,CHERRYVALE 1,Attorney,,D,AJ Kotich,64
Montgomery,CHERRYVALE 2,Attorney,,D,AJ Kotich,51
Montgomery,COFFEYVILLE 1,Attorney,,D,AJ Kotich,22
Montgomery,COFFEYVILLE 2,Attorney,,D,AJ Kotich,24
Montgomery,COFFEYVILLE 3,Attorney,,D,AJ Kotich,45
Montgomery,COFFEYVILLE 4,Attorney,,D,AJ Kotich,39
Montgomery,COFFEYVILLE 5,Attorney,,D,AJ Kotich,58
Montgomery,COFFEYVILLE 6,Attorney,,D,AJ Kotich,23
Montgomery,COFFEYVILLE 7,Attorney,,D,AJ Kotich,22
Montgomery,COFFEYVILLE 8,Attorney,,D,AJ Kotich,34
Montgomery,COFFEYVILLE 9,Attorney,,D,AJ Kotich,16
Montgomery,COFFEYVILLE 10,Attorney,,D,AJ Kotich,34
Montgomery,COFFEYVILLE 11,Attorney,,D,AJ Kotich,80
Montgomery,COFFEYVILLE 12,Attorney,,D,AJ Kotich,99
Montgomery,COFFEYVILLE 13,Attorney,,D,AJ Kotich,62
Montgomery,INDEPENDENCE W1P1,Attorney,,D,AJ Kotich,14
Montgomery,INDEPENDENCE W1P2,Attorney,,D,AJ Kotich,29
Montgomery,INDEPENDENCE W2P1,Attorney,,D,AJ Kotich,19
Montgomery,INDEPENDENCE W2P2,Attorney,,D,AJ Kotich,18
Montgomery,INDEPENDENCE W3P1,Attorney,,D,AJ Kotich,20
Montgomery,INDEPENDENCE W3P2,Attorney,,D,AJ Kotich,16
Montgomery,INDEPENDENCE W3P2 EX,Attorney,,D,AJ Kotich,0
Montgomery,INDEPENDENCE W4P1,Attorney,,D,AJ Kotich,37
Montgomery,INDEPENDENCE W4P2,Attorney,,D,AJ Kotich,20
Montgomery,INDEPENDENCE W5P1,Attorney,,D,AJ Kotich,21
Montgomery,INDEPENDENCE W5P2,Attorney,,D,AJ Kotich,40
Montgomery,INDEPENDENCE W6P1 H11,Attorney,,D,AJ Kotich,3
Montgomery,INDEPENDENCE W6P1 H12,Attorney,,D,AJ Kotich,40
Montgomery,INDEPENDENCE W6P2 H11,Attorney,,D,AJ Kotich,17
Montgomery,INDEPENDENCE W6P2 H12,Attorney,,D,AJ Kotich,9
Montgomery,INDEPENDENCE W6P2 H11A,Attorney,,D,AJ Kotich,24
Montgomery,INDEPENDENCE W6P2 H12A,Attorney,,D,AJ Kotich,1
Montgomery,CANEY-HAVANA,Attorney,,D,AJ Kotich,22
Montgomery,CANEY-TYRO,Attorney,,D,AJ Kotich,21
Montgomery,CHEROKEE,Attorney,,D,AJ Kotich,26
Montgomery,CHERRY,Attorney,,D,AJ Kotich,31
Montgomery,DRUM CREEK ,Attorney,,D,AJ Kotich,20
Montgomery,FAWN CREEK-DEARING,Attorney,,D,AJ Kotich,94
Montgomery,FAWN CREEK-TYRO,Attorney,,D,AJ Kotich,12
Montgomery,INDEPENDENCE TWP 1 H11,Attorney,,D,AJ Kotich,67
Montgomery,INDEPENDENCE TWP 1 H12,Attorney,,D,AJ Kotich,13
Montgomery,INDEPENDENCE TWP 2 A H12,Attorney,,D,AJ Kotich,13
Montgomery,INDEPENDENCE TWP 2 C H11,Attorney,,D,AJ Kotich,3
Montgomery,LIBERTY,Attorney,,D,AJ Kotich,28
Montgomery,LOUISBURG,Attorney,,D,AJ Kotich,24
Montgomery,PARKER 1,Attorney,,D,AJ Kotich,23
Montgomery,PARKER 2,Attorney,,D,AJ Kotich,82
Montgomery,PARKER 2 EX H11,Attorney,,D,AJ Kotich,4
Montgomery,RUTLAND,Attorney,,D,AJ Kotich,12
Montgomery,SYCAMORE,Attorney,,D,AJ Kotich,30
Montgomery,WEST CHERRY,Attorney,,D,AJ Kotich,22
Montgomery,CANEY W1P1,Treasurer,,R,Ron Estes,94
Montgomery,CANEY W1P2 H12,Treasurer,,R,Ron Estes,2
Montgomery,CANEY W2P1,Treasurer,,R,Ron Estes,78
Montgomery,CANEY W3P1,Treasurer,,R,Ron Estes,99
Montgomery,CANEY W3P2,Treasurer,,R,Ron Estes,2
Montgomery,CANEY W4P1,Treasurer,,R,Ron Estes,122
Montgomery,CANEY W4P2,Treasurer,,R,Ron Estes,1
Montgomery,CHERRYVALE 1,Treasurer,,R,Ron Estes,216
Montgomery,CHERRYVALE 2,Treasurer,,R,Ron Estes,170
Montgomery,COFFEYVILLE 1,Treasurer,,R,Ron Estes,4
Montgomery,COFFEYVILLE 2,Treasurer,,R,Ron Estes,49
Montgomery,COFFEYVILLE 3,Treasurer,,R,Ron Estes,69
Montgomery,COFFEYVILLE 4,Treasurer,,R,Ron Estes,101
Montgomery,COFFEYVILLE 5,Treasurer,,R,Ron Estes,116
Montgomery,COFFEYVILLE 6,Treasurer,,R,Ron Estes,34
Montgomery,COFFEYVILLE 7,Treasurer,,R,Ron Estes,52
Montgomery,COFFEYVILLE 8,Treasurer,,R,Ron Estes,58
Montgomery,COFFEYVILLE 9,Treasurer,,R,Ron Estes,17
Montgomery,COFFEYVILLE 10,Treasurer,,R,Ron Estes,66
Montgomery,COFFEYVILLE 11,Treasurer,,R,Ron Estes,163
Montgomery,COFFEYVILLE 12,Treasurer,,R,Ron Estes,260
Montgomery,COFFEYVILLE 13,Treasurer,,R,Ron Estes,222
Montgomery,INDEPENDENCE W1P1,Treasurer,,R,Ron Estes,72
Montgomery,INDEPENDENCE W1P2,Treasurer,,R,Ron Estes,156
Montgomery,INDEPENDENCE W2P1,Treasurer,,R,Ron Estes,66
Montgomery,INDEPENDENCE W2P2,Treasurer,,R,Ron Estes,44
Montgomery,INDEPENDENCE W3P1,Treasurer,,R,Ron Estes,122
Montgomery,INDEPENDENCE W3P2,Treasurer,,R,Ron Estes,59
Montgomery,INDEPENDENCE W3P2 EX,Treasurer,,R,Ron Estes,1
Montgomery,INDEPENDENCE W4P1,Treasurer,,R,Ron Estes,121
Montgomery,INDEPENDENCE W4P2,Treasurer,,R,Ron Estes,77
Montgomery,INDEPENDENCE W5P1,Treasurer,,R,Ron Estes,78
Montgomery,INDEPENDENCE W5P2,Treasurer,,R,Ron Estes,146
Montgomery,INDEPENDENCE W6P1 H11,Treasurer,,R,Ron Estes,17
Montgomery,INDEPENDENCE W6P1 H12,Treasurer,,R,Ron Estes,206
Montgomery,INDEPENDENCE W6P2 H11,Treasurer,,R,Ron Estes,198
Montgomery,INDEPENDENCE W6P2 H12,Treasurer,,R,Ron Estes,62
Montgomery,INDEPENDENCE W6P2 H11A,Treasurer,,R,Ron Estes,82
Montgomery,INDEPENDENCE W6P2 H12A,Treasurer,,R,Ron Estes,7
Montgomery,CANEY-HAVANA,Treasurer,,R,Ron Estes,183
Montgomery,CANEY-TYRO,Treasurer,,R,Ron Estes,220
Montgomery,CHEROKEE,Treasurer,,R,Ron Estes,91
Montgomery,CHERRY,Treasurer,,R,Ron Estes,144
Montgomery,DRUM CREEK ,Treasurer,,R,Ron Estes,176
Montgomery,FAWN CREEK-DEARING,Treasurer,,R,Ron Estes,411
Montgomery,FAWN CREEK-TYRO,Treasurer,,R,Ron Estes,126
Montgomery,INDEPENDENCE TWP 1 H11,Treasurer,,R,Ron Estes,437
Montgomery,INDEPENDENCE TWP 1 H12,Treasurer,,R,Ron Estes,75
Montgomery,INDEPENDENCE TWP 2 A H12,Treasurer,,R,Ron Estes,109
Montgomery,INDEPENDENCE TWP 2 C H11,Treasurer,,R,Ron Estes,34
Montgomery,LIBERTY,Treasurer,,R,Ron Estes,148
Montgomery,LOUISBURG,Treasurer,,R,Ron Estes,137
Montgomery,PARKER 1,Treasurer,,R,Ron Estes,64
Montgomery,PARKER 2,Treasurer,,R,Ron Estes,200
Montgomery,PARKER 2 EX H11,Treasurer,,R,Ron Estes,5
Montgomery,RUTLAND,Treasurer,,R,Ron Estes,110
Montgomery,SYCAMORE,Treasurer,,R,Ron Estes,278
Montgomery,WEST CHERRY,Treasurer,,R,Ron Estes,80
Montgomery,CANEY W1P1,Treasurer,94,D,Carmen Alldritt,20
Montgomery,CANEY W1P2 H12,Treasurer,2,D,Carmen Alldritt,2
Montgomery,CANEY W2P1,Treasurer,78,D,Carmen Alldritt,21
Montgomery,CANEY W3P1,Treasurer,99,D,Carmen Alldritt,18
Montgomery,CANEY W3P2,Treasurer,2,D,Carmen Alldritt,0
Montgomery,CANEY W4P1,Treasurer,122,D,Carmen Alldritt,18
Montgomery,CANEY W4P2,Treasurer,1,D,Carmen Alldritt,0
Montgomery,CHERRYVALE 1,Treasurer,216,D,Carmen Alldritt,84
Montgomery,CHERRYVALE 2,Treasurer,170,D,Carmen Alldritt,57
Montgomery,COFFEYVILLE 1,Treasurer,4,D,Carmen Alldritt,23
Montgomery,COFFEYVILLE 2,Treasurer,49,D,Carmen Alldritt,30
Montgomery,COFFEYVILLE 3,Treasurer,69,D,Carmen Alldritt,52
Montgomery,COFFEYVILLE 4,Treasurer,101,D,Carmen Alldritt,46
Montgomery,COFFEYVILLE 5,Treasurer,116,D,Carmen Alldritt,71
Montgomery,COFFEYVILLE 6,Treasurer,34,D,Carmen Alldritt,23
Montgomery,COFFEYVILLE 7,Treasurer,52,D,Carmen Alldritt,24
Montgomery,COFFEYVILLE 8,Treasurer,58,D,Carmen Alldritt,42
Montgomery,COFFEYVILLE 9,Treasurer,17,D,Carmen Alldritt,16
Montgomery,COFFEYVILLE 10,Treasurer,66,D,Carmen Alldritt,36
Montgomery,COFFEYVILLE 11,Treasurer,163,D,Carmen Alldritt,93
Montgomery,COFFEYVILLE 12,Treasurer,260,D,Carmen Alldritt,109
Montgomery,COFFEYVILLE 13,Treasurer,222,D,Carmen Alldritt,89
Montgomery,INDEPENDENCE W1P1,Treasurer,72,D,Carmen Alldritt,34
Montgomery,INDEPENDENCE W1P2,Treasurer,156,D,Carmen Alldritt,39
Montgomery,INDEPENDENCE W2P1,Treasurer,66,D,Carmen Alldritt,15
Montgomery,INDEPENDENCE W2P2,Treasurer,44,D,Carmen Alldritt,20
Montgomery,INDEPENDENCE W3P1,Treasurer,122,D,Carmen Alldritt,30
Montgomery,INDEPENDENCE W3P2,Treasurer,59,D,Carmen Alldritt,25
Montgomery,INDEPENDENCE W3P2 EX,Treasurer,1,D,Carmen Alldritt,0
Montgomery,INDEPENDENCE W4P1,Treasurer,121,D,Carmen Alldritt,51
Montgomery,INDEPENDENCE W4P2,Treasurer,77,D,Carmen Alldritt,32
Montgomery,INDEPENDENCE W5P1,Treasurer,78,D,Carmen Alldritt,23
Montgomery,INDEPENDENCE W5P2,Treasurer,146,D,Carmen Alldritt,61
Montgomery,INDEPENDENCE W6P1 H11,Treasurer,17,D,Carmen Alldritt,4
Montgomery,INDEPENDENCE W6P1 H12,Treasurer,206,D,Carmen Alldritt,74
Montgomery,INDEPENDENCE W6P2 H11,Treasurer,198,D,Carmen Alldritt,27
Montgomery,INDEPENDENCE W6P2 H12,Treasurer,62,D,Carmen Alldritt,10
Montgomery,INDEPENDENCE W6P2 H11A,Treasurer,82,D,Carmen Alldritt,25
Montgomery,INDEPENDENCE W6P2 H12A,Treasurer,7,D,Carmen Alldritt,1
Montgomery,CANEY-HAVANA,Treasurer,183,D,Carmen Alldritt,28
Montgomery,CANEY-TYRO,Treasurer,220,D,Carmen Alldritt,19
Montgomery,CHEROKEE,Treasurer,91,D,Carmen Alldritt,33
Montgomery,CHERRY,Treasurer,144,D,Carmen Alldritt,36
Montgomery,DRUM CREEK ,Treasurer,176,D,Carmen Alldritt,30
Montgomery,FAWN CREEK-DEARING,Treasurer,411,D,Carmen Alldritt,123
Montgomery,FAWN CREEK-TYRO,Treasurer,126,D,Carmen Alldritt,15
Montgomery,INDEPENDENCE TWP 1 H11,Treasurer,437,D,Carmen Alldritt,84
Montgomery,INDEPENDENCE TWP 1 H12,Treasurer,75,D,Carmen Alldritt,17
Montgomery,INDEPENDENCE TWP 2 A H12,Treasurer,109,D,Carmen Alldritt,27
Montgomery,INDEPENDENCE TWP 2 C H11,Treasurer,34,D,Carmen Alldritt,6
Montgomery,LIBERTY,Treasurer,148,D,Carmen Alldritt,36
Montgomery,LOUISBURG,Treasurer,137,D,Carmen Alldritt,27
Montgomery,PARKER 1,Treasurer,64,D,Carmen Alldritt,28
Montgomery,PARKER 2,Treasurer,200,D,Carmen Alldritt,104
Montgomery,PARKER 2 EX H11,Treasurer,5,D,Carmen Alldritt,5
Montgomery,RUTLAND,Treasurer,110,D,Carmen Alldritt,19
Montgomery,SYCAMORE,Treasurer,278,D,Carmen Alldritt,42
Montgomery,WEST CHERRY,Treasurer,80,D,Carmen Alldritt,23
Montgomery,CANEY W1P1,Insurance,,R,Ken Selzer,87
Montgomery,CANEY W1P2 H12,Insurance,,R,Ken Selzer,2
Montgomery,CANEY W2P1,Insurance,,R,Ken Selzer,74
Montgomery,CANEY W3P1,Insurance,,R,Ken Selzer,98
Montgomery,CANEY W3P2,Insurance,,R,Ken Selzer,2
Montgomery,CANEY W4P1,Insurance,,R,Ken Selzer,120
Montgomery,CANEY W4P2,Insurance,,R,Ken Selzer,1
Montgomery,CHERRYVALE 1,Insurance,,R,Ken Selzer,204
Montgomery,CHERRYVALE 2,Insurance,,R,Ken Selzer,154
Montgomery,COFFEYVILLE 1,Insurance,,R,Ken Selzer,4
Montgomery,COFFEYVILLE 2,Insurance,,R,Ken Selzer,43
Montgomery,COFFEYVILLE 3,Insurance,,R,Ken Selzer,62
Montgomery,COFFEYVILLE 4,Insurance,,R,Ken Selzer,94
Montgomery,COFFEYVILLE 5,Insurance,,R,Ken Selzer,108
Montgomery,COFFEYVILLE 6,Insurance,,R,Ken Selzer,33
Montgomery,COFFEYVILLE 7,Insurance,,R,Ken Selzer,48
Montgomery,COFFEYVILLE 8,Insurance,,R,Ken Selzer,61
Montgomery,COFFEYVILLE 9,Insurance,,R,Ken Selzer,12
Montgomery,COFFEYVILLE 10,Insurance,,R,Ken Selzer,63
Montgomery,COFFEYVILLE 11,Insurance,,R,Ken Selzer,155
Montgomery,COFFEYVILLE 12,Insurance,,R,Ken Selzer,245
Montgomery,COFFEYVILLE 13,Insurance,,R,Ken Selzer,215
Montgomery,INDEPENDENCE W1P1,Insurance,,R,Ken Selzer,67
Montgomery,INDEPENDENCE W1P2,Insurance,,R,Ken Selzer,147
Montgomery,INDEPENDENCE W2P1,Insurance,,R,Ken Selzer,57
Montgomery,INDEPENDENCE W2P2,Insurance,,R,Ken Selzer,41
Montgomery,INDEPENDENCE W3P1,Insurance,,R,Ken Selzer,111
Montgomery,INDEPENDENCE W3P2,Insurance,,R,Ken Selzer,56
Montgomery,INDEPENDENCE W3P2 EX,Insurance,,R,Ken Selzer,1
Montgomery,INDEPENDENCE W4P1,Insurance,,R,Ken Selzer,106
Montgomery,INDEPENDENCE W4P2,Insurance,,R,Ken Selzer,74
Montgomery,INDEPENDENCE W5P1,Insurance,,R,Ken Selzer,74
Montgomery,INDEPENDENCE W5P2,Insurance,,R,Ken Selzer,134
Montgomery,INDEPENDENCE W6P1 H11,Insurance,,R,Ken Selzer,14
Montgomery,INDEPENDENCE W6P1 H12,Insurance,,R,Ken Selzer,189
Montgomery,INDEPENDENCE W6P2 H11,Insurance,,R,Ken Selzer,184
Montgomery,INDEPENDENCE W6P2 H12,Insurance,,R,Ken Selzer,60
Montgomery,INDEPENDENCE W6P2 H11A,Insurance,,R,Ken Selzer,68
Montgomery,INDEPENDENCE W6P2 H12A,Insurance,,R,Ken Selzer,6
Montgomery,CANEY-HAVANA,Insurance,,R,Ken Selzer,177
Montgomery,CANEY-TYRO,Insurance,,R,Ken Selzer,212
Montgomery,CHEROKEE,Insurance,,R,Ken Selzer,87
Montgomery,CHERRY,Insurance,,R,Ken Selzer,135
Montgomery,DRUM CREEK ,Insurance,,R,Ken Selzer,171
Montgomery,FAWN CREEK-DEARING,Insurance,,R,Ken Selzer,382
Montgomery,FAWN CREEK-TYRO,Insurance,,R,Ken Selzer,123
Montgomery,INDEPENDENCE TWP 1 H11,Insurance,,R,Ken Selzer,409
Montgomery,INDEPENDENCE TWP 1 H12,Insurance,,R,Ken Selzer,68
Montgomery,INDEPENDENCE TWP 2 A H12,Insurance,,R,Ken Selzer,96
Montgomery,INDEPENDENCE TWP 2 C H11,Insurance,,R,Ken Selzer,33
Montgomery,LIBERTY,Insurance,,R,Ken Selzer,139
Montgomery,LOUISBURG,Insurance,,R,Ken Selzer,122
Montgomery,PARKER 1,Insurance,,R,Ken Selzer,62
Montgomery,PARKER 2,Insurance,,R,Ken Selzer,191
Montgomery,PARKER 2 EX H11,Insurance,,R,Ken Selzer,4
Montgomery,RUTLAND,Insurance,,R,Ken Selzer,109
Montgomery,SYCAMORE,Insurance,,R,Ken Selzer,266
Montgomery,WEST CHERRY,Insurance,,R,Ken Selzer,75
Montgomery,CANEY W1P1,Insurance,,D,Dennis Anderson,25
Montgomery,CANEY W1P2 H12,Insurance,,D,Dennis Anderson,2
Montgomery,CANEY W2P1,Insurance,,D,Dennis Anderson,24
Montgomery,CANEY W3P1,Insurance,,D,Dennis Anderson,21
Montgomery,CANEY W3P2,Insurance,,D,Dennis Anderson,0
Montgomery,CANEY W4P1,Insurance,,D,Dennis Anderson,17
Montgomery,CANEY W4P2,Insurance,,D,Dennis Anderson,0
Montgomery,CHERRYVALE 1,Insurance,,D,Dennis Anderson,88
Montgomery,CHERRYVALE 2,Insurance,,D,Dennis Anderson,67
Montgomery,COFFEYVILLE 1,Insurance,,D,Dennis Anderson,23
Montgomery,COFFEYVILLE 2,Insurance,,D,Dennis Anderson,37
Montgomery,COFFEYVILLE 3,Insurance,,D,Dennis Anderson,54
Montgomery,COFFEYVILLE 4,Insurance,,D,Dennis Anderson,52
Montgomery,COFFEYVILLE 5,Insurance,,D,Dennis Anderson,77
Montgomery,COFFEYVILLE 6,Insurance,,D,Dennis Anderson,23
Montgomery,COFFEYVILLE 7,Insurance,,D,Dennis Anderson,27
Montgomery,COFFEYVILLE 8,Insurance,,D,Dennis Anderson,40
Montgomery,COFFEYVILLE 9,Insurance,,D,Dennis Anderson,21
Montgomery,COFFEYVILLE 10,Insurance,,D,Dennis Anderson,41
Montgomery,COFFEYVILLE 11,Insurance,,D,Dennis Anderson,96
Montgomery,COFFEYVILLE 12,Insurance,,D,Dennis Anderson,116
Montgomery,COFFEYVILLE 13,Insurance,,D,Dennis Anderson,91
Montgomery,INDEPENDENCE W1P1,Insurance,,D,Dennis Anderson,38
Montgomery,INDEPENDENCE W1P2,Insurance,,D,Dennis Anderson,46
Montgomery,INDEPENDENCE W2P1,Insurance,,D,Dennis Anderson,21
Montgomery,INDEPENDENCE W2P2,Insurance,,D,Dennis Anderson,21
Montgomery,INDEPENDENCE W3P1,Insurance,,D,Dennis Anderson,36
Montgomery,INDEPENDENCE W3P2,Insurance,,D,Dennis Anderson,27
Montgomery,INDEPENDENCE W3P2 EX,Insurance,,D,Dennis Anderson,0
Montgomery,INDEPENDENCE W4P1,Insurance,,D,Dennis Anderson,59
Montgomery,INDEPENDENCE W4P2,Insurance,,D,Dennis Anderson,33
Montgomery,INDEPENDENCE W5P1,Insurance,,D,Dennis Anderson,25
Montgomery,INDEPENDENCE W5P2,Insurance,,D,Dennis Anderson,68
Montgomery,INDEPENDENCE W6P1 H11,Insurance,,D,Dennis Anderson,7
Montgomery,INDEPENDENCE W6P1 H12,Insurance,,D,Dennis Anderson,84
Montgomery,INDEPENDENCE W6P2 H11,Insurance,,D,Dennis Anderson,36
Montgomery,INDEPENDENCE W6P2 H12,Insurance,,D,Dennis Anderson,11
Montgomery,INDEPENDENCE W6P2 H11A,Insurance,,D,Dennis Anderson,36
Montgomery,INDEPENDENCE W6P2 H12A,Insurance,,D,Dennis Anderson,2
Montgomery,CANEY-HAVANA,Insurance,,D,Dennis Anderson,30
Montgomery,CANEY-TYRO,Insurance,,D,Dennis Anderson,25
Montgomery,CHEROKEE,Insurance,,D,Dennis Anderson,34
Montgomery,CHERRY,Insurance,,D,Dennis Anderson,42
Montgomery,DRUM CREEK ,Insurance,,D,Dennis Anderson,33
Montgomery,FAWN CREEK-DEARING,Insurance,,D,Dennis Anderson,128
Montgomery,FAWN CREEK-TYRO,Insurance,,D,Dennis Anderson,16
Montgomery,INDEPENDENCE TWP 1 H11,Insurance,,D,Dennis Anderson,100
Montgomery,INDEPENDENCE TWP 1 H12,Insurance,,D,Dennis Anderson,20
Montgomery,INDEPENDENCE TWP 2 A H12,Insurance,,D,Dennis Anderson,35
Montgomery,INDEPENDENCE TWP 2 C H11,Insurance,,D,Dennis Anderson,5
Montgomery,LIBERTY,Insurance,,D,Dennis Anderson,41
Montgomery,LOUISBURG,Insurance,,D,Dennis Anderson,34
Montgomery,PARKER 1,Insurance,,D,Dennis Anderson,28
Montgomery,PARKER 2,Insurance,,D,Dennis Anderson,108
Montgomery,PARKER 2 EX H11,Insurance,,D,Dennis Anderson,6
Montgomery,RUTLAND,Insurance,,D,Dennis Anderson,16
Montgomery,SYCAMORE,Insurance,,D,Dennis Anderson,50
Montgomery,WEST CHERRY,Insurance,,D,Dennis Anderson,23
Montgomery,CANEY W1P1,SR012,H012,R,Virgil Peck [R],83
Montgomery,CANEY W1P2 H12,SR012,H012,R,Virgil Peck [R],4
Montgomery,CANEY W2P1,SR012,H012,R,Virgil Peck [R],74
Montgomery,CANEY W3P1,SR012,H012,R,Virgil Peck [R],95
Montgomery,CANEY W3P2,SR012,H012,R,Virgil Peck [R],2
Montgomery,CANEY W4P1,SR012,H012,R,Virgil Peck [R],116
Montgomery,CANEY W4P2,SR012,H012,R,Virgil Peck [R],1
Montgomery,CHERRYVALE 1,SR011,H011,R,Jim Kelly [R],268
Montgomery,CHERRYVALE 2,SR011,H011,R,Jim Kelly [R],200
Montgomery,COFFEYVILLE 1,SR011,H011,R,Jim Kelly [R],13
Montgomery,COFFEYVILLE 2,SR011,H011,R,Jim Kelly [R],60
Montgomery,COFFEYVILLE 3,SR011,H011,R,Jim Kelly [R],100
Montgomery,COFFEYVILLE 4,SR011,H011,R,Jim Kelly [R],126
Montgomery,COFFEYVILLE 5,SR011,H011,R,Jim Kelly [R],155
Montgomery,COFFEYVILLE 6,SR011,H011,R,Jim Kelly [R],45
Montgomery,COFFEYVILLE 7,SR011,H011,R,Jim Kelly [R],64
Montgomery,COFFEYVILLE 8,SR011,H011,R,Jim Kelly [R],88
Montgomery,COFFEYVILLE 9,SR011,H011,R,Jim Kelly [R],25
Montgomery,COFFEYVILLE 10,SR011,H011,R,Jim Kelly [R],80
Montgomery,COFFEYVILLE 11,SR011,H011,R,Jim Kelly [R],204
Montgomery,COFFEYVILLE 12,SR011,H011,R,Jim Kelly [R],315
Montgomery,COFFEYVILLE 13,SR011,H011,R,Jim Kelly [R],278
Montgomery,INDEPENDENCE W1P1,SR011,H011,R,Jim Kelly [R],99
Montgomery,INDEPENDENCE W1P2,SR011,H011,R,Jim Kelly [R],174
Montgomery,INDEPENDENCE W2P1,SR011,H011,R,Jim Kelly [R],69
Montgomery,INDEPENDENCE W2P2,SR012,H012,R,Virgil Peck [R],44
Montgomery,INDEPENDENCE W3P1,SR011,H011,R,Jim Kelly [R],136
Montgomery,INDEPENDENCE W3P2,SR012,H012,R,Virgil Peck [R],63
Montgomery,INDEPENDENCE W3P2 EX,SR011,H011,R,Jim Kelly [R],1
Montgomery,INDEPENDENCE W4P1,SR011,H011,R,Jim Kelly [R],160
Montgomery,INDEPENDENCE W4P2,SR011,H011,R,Jim Kelly [R],94
Montgomery,INDEPENDENCE W5P1,SR012,H012,R,Virgil Peck [R],74
Montgomery,INDEPENDENCE W5P2,SR012,H012,R,Virgil Peck [R],141
Montgomery,INDEPENDENCE W6P1 H11,SR011,H011,R,Jim Kelly [R],19
Montgomery,INDEPENDENCE W6P1 H12,SR012,H012,R,Virgil Peck [R],199
Montgomery,INDEPENDENCE W6P2 H11,SR011,H011,R,Jim Kelly [R],219
Montgomery,INDEPENDENCE W6P2 H12,SR012,H012,R,Virgil Peck [R],58
Montgomery,INDEPENDENCE W6P2 H11A,SR011,H011,R,Jim Kelly [R],100
Montgomery,INDEPENDENCE W6P2 H12A,SR012,H012,R,Virgil Peck [R],7
Montgomery,CANEY-HAVANA,SR012,H012,R,Virgil Peck [R],171
Montgomery,CANEY-TYRO,SR012,H012,R,Virgil Peck [R],202
Montgomery,CHEROKEE,SR007,H007,R,Richard Proehl [R],110
Montgomery,CHERRY,SR011,H011,R,Jim Kelly [R],165
Montgomery,DRUM CREEK ,SR011,H011,R,Jim Kelly [R],187
Montgomery,FAWN CREEK-DEARING,SR011,H011,R,Jim Kelly [R],483
Montgomery,FAWN CREEK-TYRO,SR012,H012,R,Virgil Peck [R],123
Montgomery,INDEPENDENCE TWP 1 H11,SR011,H011,R,Jim Kelly [R],487
Montgomery,INDEPENDENCE TWP 1 H12,SR012,H012,R,Virgil Peck [R],68
Montgomery,INDEPENDENCE TWP 2 A H12,SR012,H012,R,Virgil Peck [R],110
Montgomery,INDEPENDENCE TWP 2 C H11,SR011,H011,R,Jim Kelly [R],36
Montgomery,LIBERTY,SR007,H007,R,Richard Proehl [R],160
Montgomery,LOUISBURG,SR012,H012,R,Virgil Peck [R],135
Montgomery,PARKER 1,SR007,H007,R,Richard Proehl [R],72
Montgomery,PARKER 2,SR007,H007,R,Richard Proehl [R],253
Montgomery,PARKER 2 EX H11,SR011,H011,R,Jim Kelly [R],8
Montgomery,RUTLAND,SR012,H012,R,Virgil Peck [R],106
Montgomery,SYCAMORE,SR011,H011,R,Jim Kelly [R],306
Montgomery,WEST CHERRY,SR011,H011,R,Jim Kelly [R],90
Montgomery,CANEY W1P1,SR012,H012,D,Eden Fuson [D],29
Montgomery,CANEY W2P1,SR012,H012,D,Eden Fuson [D],24
Montgomery,CANEY W3P1,SR012,H012,D,Eden Fuson [D],22
Montgomery,CANEY W4P1,SR012,H012,D,Eden Fuson [D],22
Montgomery,INDEPENDENCE W2P2,SR012,H012,D,Eden Fuson [D],20
Montgomery,INDEPENDENCE W3P2,SR012,H012,D,Eden Fuson [D],21
Montgomery,INDEPENDENCE W5P1,SR012,H012,D,Eden Fuson [D],29
Montgomery,INDEPENDENCE W5P2,SR012,H012,D,Eden Fuson [D],68
Montgomery,INDEPENDENCE W6P1 H12,SR012,H012,D,Eden Fuson [D],84
Montgomery,INDEPENDENCE W6P2 H12,SR012,H012,D,Eden Fuson [D],14
Montgomery,INDEPENDENCE W6P2 H12A,SR012,H012,D,Eden Fuson [D],3
Montgomery,CANEY-HAVANA,SR012,H012,D,Eden Fuson [D],38
Montgomery,CANEY-TYRO,SR012,H012,D,Eden Fuson [D],37
Montgomery,FAWN CREEK-TYRO,SR012,H012,D,Eden Fuson [D],22
Montgomery,INDEPENDENCE TWP 1 H12,SR012,H012,D,Eden Fuson [D],23
Montgomery,INDEPENDENCE TWP 2 A H12,SR012,H012,D,Eden Fuson [D],27
Montgomery,LOUISBURG,SR012,H012,D,Eden Fuson [D],33
Montgomery,RUTLAND,SR012,H012,D,Eden Fuson [D],22
