county,precinct,office,party,party,candidate,votes
Butler,Rosalia Twp,U.S. House,4,R,Mike Pompeo,197
Butler,Spring Twp,U.S. House,4,R,Mike Pompeo,510
Butler,Walnut Twp,U.S. House,4,R,Mike Pompeo,230
Butler,,U.S. House,4,LBT,Gorden Bakken,811
Butler,Andover W1,U.S. House,4,LBT,Gorden Bakken,72
Butler,Andover W2,U.S. House,4,LBT,Gorden Bakken,60
Butler,Andover W3,U.S. House,4,LBT,Gorden Bakken,33
Butler,Andover W4,U.S. House,4,LBT,Gorden Bakken,5
Butler,Augusta City W1,U.S. House,4,LBT,Gorden Bakken,44
Butler,Augusta City W2,U.S. House,4,LBT,Gorden Bakken,15
Butler,Augusta City W3,U.S. House,4,LBT,Gorden Bakken,25
Butler,Augusta City W4,U.S. House,4,LBT,Gorden Bakken,28
Butler,El Dorado W1,U.S. House,4,LBT,Gorden Bakken,33
Butler,El Dorado W2,U.S. House,4,LBT,Gorden Bakken,45
Butler,El Dorado W3,U.S. House,4,LBT,Gorden Bakken,30
Butler,El Dorado W4,U.S. House,4,LBT,Gorden Bakken,31
Butler,Rose Hill City,U.S. House,4,LBT,Gorden Bakken,72
Butler,Rose Hill City,U.S. House,4,LBT,Gorden Bakken,35
Butler,Benton City/Benton Twp,U.S. House,4,LBT,Gorden Bakken,35
Butler,Cassoday/Sycamore Twp,U.S. House,4,LBT,Gorden Bakken,1
Butler,Douglass City/Twp,U.S. House,4,LBT,Gorden Bakken,25
Butler,Elbing City/Fairmount Twp,U.S. House,4,LBT,Gorden Bakken,4
Butler,Latham/Union,U.S. House,4,LBT,Gorden Bakken,3
Butler,Leon/Little Walnut,U.S. House,4,LBT,Gorden Bakken,16
Butler,Potwin/Plum Grove,U.S. House,4,LBT,Gorden Bakken,9
Butler,Towanda City,U.S. House,4,LBT,Gorden Bakken,20
Butler,Towanda Twp,U.S. House,4,LBT,Gorden Bakken,15
Butler,Whitewater/Milton - 72,U.S. House,4,LBT,Gorden Bakken,5
Butler,Whitewater/Milton - 75,U.S. House,4,LBT,Gorden Bakken,1
Butler,Augusta Twp - 16,U.S. House,4,LBT,Gorden Bakken,18
Butler,Augusta Twp - 14,U.S. House,4,LBT,Gorden Bakken,4
Butler,Bloomington Twp,U.S. House,4,LBT,Gorden Bakken,10
Butler,Bruno Twp North - 77,U.S. House,4,LBT,Gorden Bakken,13
Butler,Bruno Twp South - 77,U.S. House,4,LBT,Gorden Bakken,4
Butler,Bruno Twp North - 99,U.S. House,4,LBT,Gorden Bakken,12
Butler,Bruno Twp South - 99,U.S. House,4,LBT,Gorden Bakken,5
Butler,Chelsea Twp,U.S. House,4,LBT,Gorden Bakken,2
Butler,Clay Twp,U.S. House,4,LBT,Gorden Bakken,0
Butler,Clifford Twp,U.S. House,4,LBT,Gorden Bakken,1
Butler,El Dorado Twp East,U.S. House,4,LBT,Gorden Bakken,4
Butler,El Dorado Twp West,U.S. House,4,LBT,Gorden Bakken,9
Butler,Fairview Twp,U.S. House,4,LBT,Gorden Bakken,8
Butler,Glencoe Twp,U.S. House,4,LBT,Gorden Bakken,4
Butler,Hickory Twp,U.S. House,4,LBT,Gorden Bakken,0
Butler,Lincoln Twp,U.S. House,4,LBT,Gorden Bakken,2
Butler,Logan Twp,U.S. House,4,LBT,Gorden Bakken,1
Butler,Murdock Twp,U.S. House,4,LBT,Gorden Bakken,3
Butler,Prospect Twp,U.S. House,4,LBT,Gorden Bakken,10
Butler,Rock Creek Twp,U.S. House,4,LBT,Gorden Bakken,2
Butler,Rosalia Twp,U.S. House,4,LBT,Gorden Bakken,4
Butler,Spring Twp,U.S. House,4,LBT,Gorden Bakken,25
Butler,Walnut Twp,U.S. House,4,LBT,Gorden Bakken,8
Butler,,U.S. House,4,IND,Miranda Allen,1532
Butler,Andover W1,U.S. House,4,IND,Miranda Allen,130
Butler,Andover W2,U.S. House,4,IND,Miranda Allen,77
Butler,Andover W3,U.S. House,4,IND,Miranda Allen,52
Butler,Andover W4,U.S. House,4,IND,Miranda Allen,6
Butler,Augusta City W1,U.S. House,4,IND,Miranda Allen,52
Butler,Augusta City W2,U.S. House,4,IND,Miranda Allen,51
Butler,Augusta City W3,U.S. House,4,IND,Miranda Allen,53
Butler,Augusta City W4,U.S. House,4,IND,Miranda Allen,41
Butler,El Dorado W1,U.S. House,4,IND,Miranda Allen,65
Butler,El Dorado W2,U.S. House,4,IND,Miranda Allen,104
Butler,El Dorado W3,U.S. House,4,IND,Miranda Allen,60
Butler,El Dorado W4,U.S. House,4,IND,Miranda Allen,40
Butler,Rose Hill City,U.S. House,4,IND,Miranda Allen,127
Butler,Rose Hill City,U.S. House,4,IND,Miranda Allen,69
Butler,Benton City/Benton Twp,U.S. House,4,IND,Miranda Allen,54
Butler,Cassoday/Sycamore Twp,U.S. House,4,IND,Miranda Allen,2
Butler,Douglass City/Twp,U.S. House,4,IND,Miranda Allen,64
Butler,Elbing City/Fairmount Twp,U.S. House,4,IND,Miranda Allen,13
Butler,Latham/Union,U.S. House,4,IND,Miranda Allen,6
Butler,Leon/Little Walnut,U.S. House,4,IND,Miranda Allen,31
Butler,Potwin/Plum Grove,U.S. House,4,IND,Miranda Allen,18
Butler,Towanda City,U.S. House,4,IND,Miranda Allen,45
Butler,Towanda Twp,U.S. House,4,IND,Miranda Allen,29
Butler,Whitewater/Milton - 72,U.S. House,4,IND,Miranda Allen,19
Butler,Whitewater/Milton - 75,U.S. House,4,IND,Miranda Allen,5
Butler,Augusta Twp - 16,U.S. House,4,IND,Miranda Allen,23
Butler,Augusta Twp - 14,U.S. House,4,IND,Miranda Allen,11
Butler,Bloomington Twp,U.S. House,4,IND,Miranda Allen,20
Butler,Bruno Twp North - 77,U.S. House,4,IND,Miranda Allen,38
Butler,Bruno Twp South - 77,U.S. House,4,IND,Miranda Allen,9
Butler,Bruno Twp North - 99,U.S. House,4,IND,Miranda Allen,20
Butler,Bruno Twp South - 99,U.S. House,4,IND,Miranda Allen,7
Butler,Chelsea Twp,U.S. House,4,IND,Miranda Allen,4
Butler,Clay Twp,U.S. House,4,IND,Miranda Allen,2
Butler,Clifford Twp,U.S. House,4,IND,Miranda Allen,3
Butler,El Dorado Twp East,U.S. House,4,IND,Miranda Allen,4
Butler,El Dorado Twp West,U.S. House,4,IND,Miranda Allen,6
Butler,Fairview Twp,U.S. House,4,IND,Miranda Allen,14
Butler,Glencoe Twp,U.S. House,4,IND,Miranda Allen,6
Butler,Hickory Twp,U.S. House,4,IND,Miranda Allen,0
Butler,Lincoln Twp,U.S. House,4,IND,Miranda Allen,8
Butler,Logan Twp,U.S. House,4,IND,Miranda Allen,2
Butler,Murdock Twp,U.S. House,4,IND,Miranda Allen,6
Butler,Prospect Twp,U.S. House,4,IND,Miranda Allen,37
Butler,Rock Creek Twp,U.S. House,4,IND,Miranda Allen,12
Butler,Rosalia Twp,U.S. House,4,IND,Miranda Allen,15
Butler,Spring Twp,U.S. House,4,IND,Miranda Allen,47
Butler,Walnut Twp,U.S. House,4,IND,Miranda Allen,25
Butler,,State Senate,14,R,Bruce Givens,8647
Butler,El Dorado W1,State Senate,14,R,Bruce Givens,1224
Butler,El Dorado W2,State Senate,14,R,Bruce Givens,1006
Butler,El Dorado W3,State Senate,14,R,Bruce Givens,720
Butler,El Dorado W4,State Senate,14,R,Bruce Givens,532
Butler,Cassoday/Sycamore Twp,State Senate,14,R,Bruce Givens,125
Butler,Douglass City/Twp,State Senate,14,R,Bruce Givens,618
Butler,Elbing City/Fairmount Twp,State Senate,14,R,Bruce Givens,245
Butler,Latham/Union,State Senate,14,R,Bruce Givens,54
Butler,Leon/Little Walnut,State Senate,14,R,Bruce Givens,273
Butler,Potwin/Plum Grove,State Senate,14,R,Bruce Givens,168
Butler,Towanda City,State Senate,14,R,Bruce Givens,432
Butler,Towanda Twp,State Senate,14,R,Bruce Givens,509
Butler,Augusta Twp - 14,State Senate,14,R,Bruce Givens,127
Butler,Bloomington Twp,State Senate,14,R,Bruce Givens,182
Butler,Chelsea Twp,State Senate,14,R,Bruce Givens,89
Butler,Clay Twp,State Senate,14,R,Bruce Givens,30
Butler,Clifford Twp,State Senate,14,R,Bruce Givens,90
Butler,El Dorado Twp East,State Senate,14,R,Bruce Givens,66
Butler,El Dorado Twp West,State Senate,14,R,Bruce Givens,190
Butler,Fairview Twp,State Senate,14,R,Bruce Givens,203
Butler,Glencoe Twp,State Senate,14,R,Bruce Givens,63
Butler,Hickory Twp,State Senate,14,R,Bruce Givens,36
Butler,Lincoln Twp,State Senate,14,R,Bruce Givens,100
Butler,Logan Twp,State Senate,14,R,Bruce Givens,40
Butler,Prospect Twp,State Senate,14,R,Bruce Givens,416
Butler,Rock Creek Twp,State Senate,14,R,Bruce Givens,112
Butler,Rosalia Twp,State Senate,14,R,Bruce Givens,222
Butler,Spring Twp,State Senate,14,R,Bruce Givens,538
Butler,Walnut Twp,State Senate,14,R,Bruce Givens,237
Butler,,State Senate,14,D,Mark Pringle,2516
Butler,El Dorado W1,State Senate,14,D,Mark Pringle,286
Butler,El Dorado W2,State Senate,14,D,Mark Pringle,327
Butler,El Dorado W3,State Senate,14,D,Mark Pringle,249
Butler,El Dorado W4,State Senate,14,D,Mark Pringle,229
Butler,Cassoday/Sycamore Twp,State Senate,14,D,Mark Pringle,26
Butler,Douglass City/Twp,State Senate,14,D,Mark Pringle,187
Butler,Elbing City/Fairmount Twp,State Senate,14,D,Mark Pringle,49
Butler,Latham/Union,State Senate,14,D,Mark Pringle,15
Butler,Leon/Little Walnut,State Senate,14,D,Mark Pringle,91
Butler,Potwin/Plum Grove,State Senate,14,D,Mark Pringle,72
Butler,Towanda City,State Senate,14,D,Mark Pringle,146
Butler,Towanda Twp,State Senate,14,D,Mark Pringle,90
Butler,Augusta Twp - 14,State Senate,14,D,Mark Pringle,39
Butler,Bloomington Twp,State Senate,14,D,Mark Pringle,49
Butler,Chelsea Twp,State Senate,14,D,Mark Pringle,25
Butler,Clay Twp,State Senate,14,D,Mark Pringle,11
Butler,Clifford Twp,State Senate,14,D,Mark Pringle,14
Butler,El Dorado Twp East,State Senate,14,D,Mark Pringle,30
Butler,El Dorado Twp West,State Senate,14,D,Mark Pringle,50
Butler,Fairview Twp,State Senate,14,D,Mark Pringle,44
Butler,Glencoe Twp,State Senate,14,D,Mark Pringle,27
Butler,Hickory Twp,State Senate,14,D,Mark Pringle,11
Butler,Lincoln Twp,State Senate,14,D,Mark Pringle,18
Butler,Logan Twp,State Senate,14,D,Mark Pringle,15
Butler,Prospect Twp,State Senate,14,D,Mark Pringle,117
Butler,Rock Creek Twp,State Senate,14,D,Mark Pringle,25
Butler,Rosalia Twp,State Senate,14,D,Mark Pringle,35
Butler,Spring Twp,State Senate,14,D,Mark Pringle,161
Butler,Walnut Twp,State Senate,14,D,Mark Pringle,78
Butler,,State Senate,16,D,Gabriel Costilla,5242
Butler,Andover W1,State Senate,16,D,Gabriel Costilla,922
Butler,Andover W2,State Senate,16,D,Gabriel Costilla,656
Butler,Andover W3,State Senate,16,D,Gabriel Costilla,339
Butler,Andover W4,State Senate,16,D,Gabriel Costilla,30
Butler,Augusta City W1,State Senate,16,D,Gabriel Costilla,291
Butler,Augusta City W2,State Senate,16,D,Gabriel Costilla,223
Butler,Augusta City W3,State Senate,16,D,Gabriel Costilla,451
Butler,Augusta City W4,State Senate,16,D,Gabriel Costilla,389
Butler,Rose Hill City,State Senate,16,D,Gabriel Costilla,674
Butler,Rose Hill City,State Senate,16,D,Gabriel Costilla,345
Butler,Benton City/Benton Twp,State Senate,16,D,Gabriel Costilla,323
Butler,Whitewater/Milton - 72,State Senate,16,D,Gabriel Costilla,83
Butler,Whitewater/Milton - 75,State Senate,16,D,Gabriel Costilla,36
Butler,Augusta Twp - 16,State Senate,16,D,Gabriel Costilla,117
Butler,Bruno Twp North - 77,State Senate,16,D,Gabriel Costilla,158
Butler,Bruno Twp South - 77,State Senate,16,D,Gabriel Costilla,29
Butler,Bruno Twp North - 99,State Senate,16,D,Gabriel Costilla,89
Butler,Bruno Twp South - 99,State Senate,16,D,Gabriel Costilla,45
Butler,Murdock Twp,State Senate,16,D,Gabriel Costilla,42
Butler,,State Senate,16,R,Ty Masterson,10733
Butler,Andover W1,State Senate,16,R,Ty Masterson,1699
Butler,Andover W2,State Senate,16,R,Ty Masterson,1070
Butler,Andover W3,State Senate,16,R,Ty Masterson,643
Butler,Andover W4,State Senate,16,R,Ty Masterson,97
Butler,Augusta City W1,State Senate,16,R,Ty Masterson,501
Butler,Augusta City W2,State Senate,16,R,Ty Masterson,398
Butler,Augusta City W3,State Senate,16,R,Ty Masterson,678
Butler,Augusta City W4,State Senate,16,R,Ty Masterson,661
Butler,Rose Hill City,State Senate,16,R,Ty Masterson,1564
Butler,Rose Hill City,State Senate,16,R,Ty Masterson,784
Butler,Benton City/Benton Twp,State Senate,16,R,Ty Masterson,889
Butler,Whitewater/Milton - 72,State Senate,16,R,Ty Masterson,248
Butler,Whitewater/Milton - 75,State Senate,16,R,Ty Masterson,179
Butler,Augusta Twp - 16,State Senate,16,R,Ty Masterson,309
Butler,Bruno Twp North - 77,State Senate,16,R,Ty Masterson,402
Butler,Bruno Twp South - 77,State Senate,16,R,Ty Masterson,98
Butler,Bruno Twp North - 99,State Senate,16,R,Ty Masterson,233
Butler,Bruno Twp South - 99,State Senate,16,R,Ty Masterson,108
Butler,Murdock Twp,State Senate,16,R,Ty Masterson,172
Butler,,State House,12,D,Jean Schodorf,658
Butler,Latham/Union,State House,12,D,Jean Schodorf,21
Butler,Leon/Little Walnut,State House,12,D,Jean Schodorf,146
Butler,Bloomington Twp,State House,12,D,Jean Schodorf,68
Butler,Clay Twp,State House,12,D,Jean Schodorf,11
Butler,Glencoe Twp,State House,12,D,Jean Schodorf,34
Butler,Hickory Twp,State House,12,D,Jean Schodorf,12
Butler,Logan Twp,State House,12,D,Jean Schodorf,22
Butler,Rock Creek Twp,State House,12,D,Jean Schodorf,33
Butler,Rosalia Twp,State House,12,D,Jean Schodorf,67
Butler,Spring Twp,State House,12,D,Jean Schodorf,244
Butler,,State House,12,R,Doug Blex,1342
Butler,Latham/Union,State House,12,R,Doug Blex,50
Butler,Leon/Little Walnut,State House,12,R,Doug Blex,223
Butler,Bloomington Twp,State House,12,R,Doug Blex,167
Butler,Clay Twp,State House,12,R,Doug Blex,30
Butler,Glencoe Twp,State House,12,R,Doug Blex,57
Butler,Hickory Twp,State House,12,R,Doug Blex,33
Butler,Logan Twp,State House,12,R,Doug Blex,34
Butler,Rock Creek Twp,State House,12,R,Doug Blex,102
Butler,Rosalia Twp,State House,12,R,Doug Blex,189
Butler,Spring Twp,State House,12,R,Doug Blex,457
Butler,Whitewater,State House,72,D,Tim Hodge,91
Butler,Whitewater,State House,72,R,Marc Rhoades,241
Butler,,State House,75,R,Mary Good,7650
Butler,El Dorado W1,State House,75,R,Mary Good,1425
Butler,El Dorado W2,State House,75,R,Mary Good,1220
Butler,El Dorado W3,State House,75,R,Mary Good,893
Butler,El Dorado W4,State House,75,R,Mary Good,712
Butler,Cassoday/Sycamore Twp,State House,75,R,Mary Good,141
Butler,Elbing City/Fairmount Twp,State House,75,R,Mary Good,253
Butler,Potwin/Plum Grove,State House,75,R,Mary Good,201
Butler,Towanda City,State House,75,R,Mary Good,527
Butler,Towanda Twp,State House,75,R,Mary Good,562
Butler,Whitewater/Milton - 75,State House,75,R,Mary Good,173
Butler,Chelsea Twp,State House,75,R,Mary Good,103
Butler,Clifford Twp,State House,75,R,Mary Good,99
Butler,El Dorado Twp East,State House,75,R,Mary Good,79
Butler,El Dorado Twp West,State House,75,R,Mary Good,234
Butler,Fairview Twp,State House,75,R,Mary Good,234
Butler,Lincoln Twp,State House,75,R,Mary Good,111
Butler,Murdock Twp,State House,75,R,Mary Good,191
Butler,Prospect Twp,State House,75,R,Mary Good,492
Butler,,State House,77,R,Kristey Williams,8301
Butler,Andover W4,State House,77,R,Kristey Williams,110
Butler,Augusta City W1,State House,77,R,Kristey Williams,696
Butler,Augusta City W2,State House,77,R,Kristey Williams,540
Butler,Augusta City W3,State House,77,R,Kristey Williams,976
Butler,Augusta City W4,State House,77,R,Kristey Williams,922
Butler,Rose Hill City,State House,77,R,Kristey Williams,1926
Butler,Rose Hill City,State House,77,R,Kristey Williams,984
Butler,Douglass City/Twp,State House,77,R,Kristey Williams,717
Butler,Augusta Twp - 16,State House,77,R,Kristey Williams,388
Butler,Augusta Twp - 14,State House,77,R,Kristey Williams,152
Butler,Bruno Twp North - 77,State House,77,R,Kristey Williams,496
Butler,Bruno Twp South - 77,State House,77,R,Kristey Williams,111
Butler,Walnut Twp,State House,77,R,Kristey Williams,283
Butler,Benton City/Benton Twp,State House,85,D,Patty Beamer,328
Butler,Benton City/Benton Twp,State House,85,R,Chuck Weber,860
Butler,,State House,99,R,Susan Humphries,4940
Butler,Andover W1,State House,99,R,Susan Humphries,2237
Butler,Andover W2,State House,99,R,Susan Humphries,1445
Butler,Andover W3,State House,99,R,Susan Humphries,838
Butler,Bruno Twp North - 99,State House,99,R,Susan Humphries,288
Butler,Bruno Twp South - 99,State House,99,R,Susan Humphries,132
